,id,created,superceded_id,valid,classification_system,cell_type,pt_supervoxel_id,pt_root_id,pt_position
73,2594,2023-07-22 01:03:59.340846+00:00,,t,"T3R, intersegmental",8B,73330691534065941,648518346483323812,[ 38296 193728    965]
74,2712,2024-01-31 04:45:37.975614+00:00,,t,"T1R, intersegmental",23B,73961399294336653,648518346478565492,[ 56944 115696   1783]
75,2713,2024-01-31 04:45:37.976252+00:00,,t,"T1R, local",9A,73538293744503144,648518346481506497,[44560 89984  2278]
76,2599,2023-07-22 01:03:59.446421+00:00,,t,"T3L, ascending, intersegmental",8B,73893160048533439,648518346506702370,[ 54272 179256    172]
77,2600,2023-07-22 01:03:59.466155+00:00,,t,"T3L, ascending, intersegmental",8B,73893847713089769,648518346466011696,[ 54304 199672   1145]
78,2714,2024-01-31 04:45:37.976874+00:00,,t,"T3R, local",9A,74455767008420898,648518346491650246,[ 70839 169793   1366]
79,2603,2023-07-22 01:03:59.523164+00:00,,t,"T3L, ascending, intersegmental",8B,73964010164568452,648518346490873773,[ 56248 193720    859]
80,2715,2024-01-31 04:45:37.977473+00:00,,t,"T2L, local",9A,72554437197322921,648518346506689314,[ 14656 127100   2668]
81,2716,2024-01-31 04:45:37.978088+00:00,,t,"T2L, local",9A,72554368544819106,648518346471899291,[ 14392 125948   2723]
82,2718,2024-01-31 04:45:37.979285+00:00,,t,"T2R, intersegmental",23B,74032798696216088,648518346517564708,[ 57744 145704   1470]
83,2611,2023-07-22 01:03:59.690129+00:00,,t,"T1L, local",1B,72553475661402779,648518346475413089,[15408 99208  3658]
84,2719,2024-01-31 04:45:37.979912+00:00,,t,"T3B, intersegmental",0A/0B,73682466871041012,648518346486778876,[ 49088 192392   1589]
85,2720,2024-01-31 04:45:37.980506+00:00,,t,"T3L, intersegmental",23B,73048391655284829,648518346494727813,[ 28745 169607    459]
86,2721,2024-01-31 04:45:37.981122+00:00,,t,"T3L, local",9A,72837699081588003,648518346488683342,[ 22592 180960   2954]
87,2618,2023-07-22 01:03:59.835718+00:00,,t,"T1L, ascending",12B,73398656438785932,648518346479892980,[ 39200 120872   3552]
88,2621,2023-07-22 01:03:59.896473+00:00,,t,"T1L, local",12B,73539325341843949,648518346494758819,[ 43552 120668   3781]
89,2624,2023-07-22 01:03:59.964275+00:00,,t,"T1L, local",14A,73327394274412520,648518346494033294,[37352 94224  3444]
90,2626,2023-07-22 01:04:00.007157+00:00,,t,"T1L, local",14A,73397831670908465,648518346494495720,[39368 97008  3317]
91,2627,2023-07-22 01:04:00.030122+00:00,,t,"T1L, local",14A,73397694231856313,648518346500414524,[39626 93012  3261]
92,2628,2023-07-22 01:04:00.052582+00:00,,t,"T1L, local",14A,73397694231868304,648518346486538116,[40912 92624  3274]
93,2629,2023-07-22 01:04:00.075083+00:00,,t,"T1L, local",14A,73467994256635437,648518346490150097,[41672 90499  3293]
94,2630,2023-07-22 01:04:00.097317+00:00,,t,"T1L, local",14A,73467994323657215,648518346498006682,[41768 91216  3380]
95,2631,2023-07-22 01:04:00.118724+00:00,,t,"T1L, local",14A,73467994189638372,648518346494600981,[42071 90550  3197]
96,2634,2023-07-22 01:04:00.182318+00:00,,t,"T1L, local",14A,73538431854297662,648518346482964966,[43144 92168  3475]
97,2635,2023-07-22 01:04:00.204097+00:00,,t,"T1L, local",14A,73538363000729919,648518346498563568,[43536 91552  3263]
98,2636,2023-07-22 01:04:00.224848+00:00,,t,"T1R, intersegmental",14A,73538431720261344,648518346500537148,[43600 93568  3287]
99,2667,2023-07-22 01:04:00.866991+00:00,,t,"T1L, local",19A,72624255447535625,648518346501414166,[ 17936 111048   1274]
100,2637,2023-07-22 01:04:00.244109+00:00,,t,"T1L, local",14A,73538363067819759,648518346489789015,[44796 90971  3380]
101,2638,2023-07-22 01:04:00.263378+00:00,,t,"T1L, local",14A,73608663025474041,648518346477765271,[45247 89901  3288]
102,2639,2023-07-22 01:04:00.283416+00:00,,t,"T1L, local",14A,73608731744965663,648518346471931035,[45408 90912  3287]
103,2640,2023-07-22 01:04:00.302959+00:00,,t,"T1L, local",14A,73608800598488098,648518346517457476,[45674 93055  3492]
104,2641,2023-07-22 01:04:00.324432+00:00,,t,"T1L, local",14A,73608663025514876,648518346496052070,[45824 89088  3315]
105,2643,2023-07-22 01:04:00.369724+00:00,,t,"T1L, local",14A,72835225180526604,648518346481248858,[ 23587 107237   3035]
106,2645,2023-07-22 01:04:00.411722+00:00,,t,"T1L, local",13B,73257369261764814,648518346494034720,[ 36144 105981   3660]
107,2666,2023-07-22 01:04:00.846595+00:00,,t,"T1L, local",19A,72624324234105506,648518346496359485,[ 17864 113056   1408]
108,2659,2023-07-22 01:04:00.703835+00:00,,t,"T3L, intersegmental",9A,73048941679314270,648518346488088855,[ 30128 184584    912]
109,2670,2023-07-22 01:04:00.928753+00:00,,t,"T1L, local",19A,72624324166835689,648518346491849128,[ 17034 114601   1197]
110,2655,2023-07-22 01:04:00.618764+00:00,,t,"T3L, intersegmental",9A,72978573002176641,648518346487961936,[ 27521 186096   1037]
111,2656,2023-07-22 01:04:00.640890+00:00,,t,"T3L, intersegmental",9A,72978435496310344,648518346496957668,[ 28656 181920    936]
112,2657,2023-07-22 01:04:00.663713+00:00,,t,"T3L, intersegmental",9A,73189679167850496,648518346479951589,[ 33128 184368    964]
113,2658,2023-07-22 01:04:00.684230+00:00,,t,"T3L, intersegmental",9A,73119310423582884,648518346490181384,[ 30744 185792    941]
114,2669,2023-07-22 01:04:00.907344+00:00,,t,"T1L, local",19A,72553955489858809,648518346481710273,[ 15216 114208   1355]
115,2660,2023-07-22 01:04:00.725816+00:00,,t,"T1L, local",8A,73045712467667984,648518346524147717,[29968 88168  2066]
116,2646,2023-07-22 01:04:00.435099+00:00,,t,"T1L, intersegmental",13B,73257369261699105,648518346497880310,[ 36176 104592   3625]
117,2662,2023-07-22 01:04:00.765628+00:00,,t,"T1L, local",unknown,72272480915474549,648518346495481014,[  7800 113776   2061]
118,2663,2023-07-22 01:04:00.786600+00:00,,t,"T1L, local",unknown,72553681215834346,648518346508712663,[ 15440 105153   2486]
119,2652,2023-07-22 01:04:00.557793+00:00,,t,"T1L, local",13B,73257506767912362,648518346489648837,[ 36040 109720   3839]
120,2725,2024-01-31 04:45:37.983656+00:00,,t,"T3R, intersegmental",8B,74174635092405233,648518346500697781,[ 62080 178248    366]
121,2665,2023-07-22 01:04:00.826026+00:00,,t,"T1L, local",19A,72553749331447479,648518346490888957,[ 14818 106640   1414]
122,2671,2023-07-22 01:04:00.951470+00:00,,t,"T1L, intersegmental",9A,73326912700992866,648518346497895015,[37301 80534  2344]
123,2672,2023-07-22 01:04:00.972881+00:00,,t,"T1L, intersegmental",9A,73327050274206412,648518346489764403,[37608 84496  2641]
124,2673,2023-07-22 01:04:00.993294+00:00,,t,"T1R, intersegmental",9A,73679099952277578,648518346465075317,[47848 90224  2246]
125,2674,2023-07-22 01:04:01.012297+00:00,,t,"T2R, intersegmental",9A,74102412197374371,648518346512252206,[ 61344 123928   2752]
126,2675,2023-07-22 01:04:01.031565+00:00,,t,"T2L, local",9A,72343330427892830,648518346480626689,[  9969 128961   1602]
127,2676,2023-07-22 01:04:01.052069+00:00,,t,"T2R, intersegmental",9A,74102412130299755,648518346487724866,[ 61216 124464   2648]
128,2648,2023-07-22 01:04:00.478663+00:00,,t,"T1L, local",13B,73327462993659578,648518346486783620,[37725 96789  3378]
129,2678,2023-07-22 01:04:01.091725+00:00,,t,"U, ascending, intersegmental",9B,73753316450262311,648518346494916490,[ 49840 205848   1248]
130,2679,2023-07-22 01:04:01.110509+00:00,,t,"T1L, ascending, intersegmental",10B,73186519078433679,648518346488820209,[34432 91176  2845]
131,2651,2023-07-22 01:04:00.538760+00:00,,t,"T1L, local",13B,73397763018625428,648518346495020203,[40788 94295  3453]
132,2682,2023-07-22 01:04:01.169446+00:00,,t,"T1L, local",1B,72905456888370230,648518346470497278,[ 25389 104127   3796]
133,2683,2023-07-22 01:04:01.188593+00:00,,t,"T1L, local",19A,72342780873548809,648518346499137601,[  8984 112216   2049]
134,2680,2023-07-22 01:04:01.129287+00:00,,t,"T3L, ascending, intersegmental",9B,73892885237585074,648518346490385105,[ 54872 171552    271]
135,2644,2023-07-22 01:04:00.390240+00:00,,t,"T1L, local",13B,73257575486873810,648518346493052078,[ 35864 110920   3737]
136,2681,2023-07-22 01:04:01.148470+00:00,,t,"T1L, intersegmental",5B,72554093331407217,648518346519034591,[ 15032 117424   2128]
137,2642,2023-07-22 01:04:00.346997+00:00,,t,"T1L, local",14A,73608731812007582,648518346496315594,[46256 91040  3390]
138,2647,2023-07-22 01:04:00.457135+00:00,,t,"T1L, local",13B,73327944164338100,648518346504946035,[ 37084 111802   3667]
139,2668,2023-07-22 01:04:00.887173+00:00,,t,"T1L, local",19A,72483311934670370,648518346500275711,[ 13729 105977   1478]
140,2722,2024-01-31 04:45:37.981707+00:00,,t,"T3L, local",9A,72767398922816051,648518346493246640,[ 20968 182552   2771]
141,2653,2023-07-22 01:04:00.576800+00:00,,t,"T1L, local",13B,73257231822739247,648518346495576502,[ 35760 101272   3642]
142,2661,2023-07-22 01:04:00.745314+00:00,,t,"T1L, intersegmental",19A,72483586880055877,648518346488904888,[ 14092 113893   1659]
143,2723,2024-01-31 04:45:37.982433+00:00,,t,"T3L, local",9A,72767399056965094,648518346494239755,[ 22280 182736   2981]
144,2724,2024-01-31 04:45:37.983062+00:00,,t,"T3R, intersegmental",8B,74244866397594432,648518346517550122,[ 65200 175592    374]
145,2726,2024-01-31 04:45:37.984296+00:00,,t,"T3R, intersegmental",8B,74104335000597537,648518346487714539,[ 60904 181304    238]
146,2727,2024-01-31 04:45:37.984903+00:00,,t,"T3R, intersegmental",8B,74245003836837435,648518346484837965,[ 64040 180112    388]
147,2728,2024-01-31 04:45:37.985487+00:00,,t,"T3R, intersegmental",8B,74244866397803069,648518346517550122,[ 65209 175589    387]
148,2729,2024-01-31 04:45:37.986083+00:00,,t,"T3R, intersegmental",8B,73963528926885212,648518346487948500,[ 56609 179240    459]
149,2730,2024-01-31 04:45:37.986669+00:00,,t,"T3R, intersegmental",8B,74104197628656566,648518346478873428,[ 59400 177584    316]
150,2731,2024-01-31 04:45:37.987272+00:00,,t,"T3R, intersegmental",23B,73892610360010314,648518346472661451,[ 54398 163296    377]
151,2732,2024-01-31 04:45:37.987866+00:00,,t,"T3R, local",unknown,74034654055051026,648518346486806063,[ 57772 201123   1352]
152,2733,2024-01-31 04:45:37.988459+00:00,,t,"T3R, local",9A,74526273124329611,648518346494685429,[ 71688 172672   1271]
153,2734,2024-01-31 04:45:37.989062+00:00,,t,"T3R, local",9A,74455973636655539,648518346499555675,[ 70104 174168   2230]
154,2735,2024-01-31 04:45:37.989656+00:00,,t,"T3R, sensory",SN,74386635214712046,648518346478873684,[ 68127 206599   1301]
155,2677,2023-07-22 01:04:01.072144+00:00,,t,"T1R, intersegmental",5B,73961400300906099,648518346481891487,[ 55960 115288   3669]
156,2654,2023-07-22 01:04:00.595371+00:00,,t,"T1L, local",13B,73116356694163134,648518346500717528,[31784 97224  3286]
157,2664,2023-07-22 01:04:00.806737+00:00,,t,"T1L, local",19A,72553886770317909,648518346510192422,[ 14554 111993   1354]
158,2650,2023-07-22 01:04:00.519256+00:00,,t,"T1L, local",13B,73397763085622241,648518346486973436,[40105 95945  3557]
159,2649,2023-07-22 01:04:00.498551+00:00,,t,"T1L, local",13B,73397831872081018,648518346487925314,[39770 97443  3607]
160,315,2023-02-06 16:21:11.286751+00:00,,t,"T1L, local",9A,73256681395566269,648518346491100449,[35365 85789  2321]
161,2512,2023-02-26 21:41:10.643262+00:00,,t,"T1L, local",22A,72342850062271095,648518346483497380,[  8856 112984   2827]
162,2520,2023-02-26 21:41:10.649927+00:00,,t,"T1R, intersegmental",5B,73539394061429925,648518346494031502,[ 44632 122128   3838]
163,2519,2023-02-26 21:41:10.649108+00:00,,t,"T1L, ascending, intersegmental",5B,72906143948900120,648518346509763459,[ 26504 122912   3483]
164,2513,2023-02-26 21:41:10.644102+00:00,,t,"T1L, local",22A,72272412464653217,648518346515781882,[  7435 112542   2612]
165,2516,2023-02-26 21:41:10.646604+00:00,,t,"T1L, local",3A,72342987434442952,648518346497059044,[ 10080 118728   2721]
166,2508,2023-02-26 21:41:10.639710+00:00,,t,"T2R, local",1B,74103512447259966,648518346459642628,[ 59824 156664   4217]
167,2509,2023-02-26 21:41:10.640539+00:00,,t,"T1L, local",1B,72694694253176192,648518346491006755,[ 20224 114336   3759]
168,2510,2023-02-26 21:41:10.641390+00:00,,t,"T1L, intersegmental",21A,72342918379596472,648518346493196828,[  8592 115640   2176]
169,2507,2023-02-26 21:41:10.638870+00:00,,t,"T3L, intersegmental",18B,73118416869089959,648518346489566297,[ 30952 158880    549]
170,2518,2023-02-26 21:41:10.648275+00:00,,t,"T1L, local",4B,73046125590202216,648518346491625658,[ 29498 101293   3652]
171,2517,2023-02-26 21:41:10.647433+00:00,,t,"T2R, intersegmental",3A,74385055405213052,648518346491956107,[ 68696 159080   2807]
172,2503,2023-02-26 21:41:10.635503+00:00,,t,"T2R, local",13A,73680475348395663,648518346489805273,[ 48600 131296   4147]
173,2514,2023-02-26 21:41:10.644924+00:00,,t,"T1L, intersegmental",23B,72694830417120557,648518346504226856,[ 19096 118144   1337]
174,2521,2023-02-26 21:41:10.650766+00:00,,t,"T1L, intersegmental",5B,72835775271893566,648518346496344893,[ 23976 123128   3633]
175,2522,2023-02-26 21:41:10.651591+00:00,,t,"T1L, intersegmental",5B,72765337808511637,648518346486667469,[ 20768 122696   3719]
176,2501,2023-02-26 21:41:10.633763+00:00,,t,"T2R, intersegmental",10B,73398725426702485,648518346490658557,[ 39632 123600   4026]
177,2502,2023-02-26 21:41:10.634652+00:00,,t,"T1L, intersegmental",10B,73186587865161760,648518346499141185,[33032 92224  3072]
178,137,2023-02-06 16:21:11.116496+00:00,,t,"T1L, local",13A,72553269234595732,648518346472722185,[14392 92936  3157]
179,144,2023-02-06 16:21:11.122471+00:00,,t,"T1L, local",13A,72482900490417798,648518346472722185,[14255 92854  3145]
180,226,2023-02-06 16:21:11.201851+00:00,,t,"T1L, intersegmental",21A,72272549568079935,648518346509377402,[  7536 115416   1963]
181,224,2023-02-06 16:21:11.199751+00:00,,t,"T1L, local",21A,72272618354809716,648518346489964505,[  6904 118256   2136]
182,147,2023-02-06 16:21:11.124968+00:00,,t,"T1L, intersegmental",13A,72905181808826383,648518346491793832,[26288 94336  3338]
183,183,2023-02-06 16:21:11.157106+00:00,,t,"T3R, intersegmental",18B,73892472987914100,648518346492565119,[ 53896 159480    432]
184,266,2023-02-06 16:21:11.239285+00:00,,t,"T1L, intersegmental",23B,72624393087676930,648518346496014736,[ 18413 116199   1633]
185,2526,2023-02-26 21:41:10.655107+00:00,,t,fragment,fragment,72624119082087914,648518346501545571,[ 17561 106997   3228]
186,2523,2023-02-26 21:41:10.652595+00:00,,t,"T1L, intersegmental",8A,72553199843891727,648518346479396796,[15544 91680  1905]
187,214,2023-02-06 16:21:11.189807+00:00,,t,"T1L, local",1B,72553956697795895,648518346496726908,[ 16320 114288   3646]
188,2524,2023-02-26 21:41:10.653430+00:00,,t,"T2R, local",9A,73961812349212539,648518346486547121,[ 55992 127752   3101]
189,2527,2023-02-26 21:41:10.655932+00:00,,t,fragment,fragment,72624050429844844,648518346481117207,[ 17251 104457   3399]
190,218,2023-02-06 16:21:11.193484+00:00,,t,"T1L, local",20A,72483725325517796,648518346512226751,[ 13328 117568   3525]
191,1,2023-02-06 16:21:10.992031+00:00,,t,"T2B, intersegmental",0A/0B,72976787772504597,648518346490104091,[ 28280 132616   3949]
192,219,2023-02-06 16:21:11.194372+00:00,,t,"T1L, local ",20A,72483656605991130,648518346485508627,[ 14184 116312   3512]
193,2560,2023-02-26 21:41:10.684674+00:00,,t,"T1L, intersegmental",unknown,73186518608996937,648518346499306561,[33148 91832  2055]
194,2565,2023-02-26 21:41:10.689695+00:00,,t,"T1L, local",unknown,72975275406733138,648518346496976868,[27678 87400  2841]
195,2570,2023-02-26 21:41:10.694166+00:00,,t,"T1L, local",unknown,72624050631179163,648518346486417056,[ 17442 105159   3806]
196,2563,2023-02-26 21:41:10.687849+00:00,,t,"T2R, intersegmental",unknown,73540287414564161,648518346477721102,[ 43112 147800   3809]
197,2542,2023-02-26 21:41:10.669347+00:00,,t,"T1L, MN",MN,72553200313986723,648518346477229768,[16216 91840  2825]
198,2567,2023-02-26 21:41:10.691573+00:00,,t,"T1R, intersegmental",unknown,73679099885233180,648518346510024506,[47480 90504  2159]
199,2541,2023-02-26 21:41:10.668505+00:00,,t,"T1L, MN",MN,72764237692515568,648518346466833006,[21000 88896  2514]
200,2572,2023-02-26 21:41:10.695821+00:00,,t,"T1L, intersegmental",unknown,73467925000272044,648518346501337878,[41200 89265  2259]
201,2569,2023-02-26 21:41:10.693308+00:00,,t,"T1L, intersegmental",unknown,73256887621560322,648518346495840418,[35936 90240  2564]
202,2566,2023-02-26 21:41:10.690571+00:00,,t,"T3R, ascending, intersegmental",unknown,74103579488956251,648518346480110580,[ 61048 158352    971]
203,2556,2023-02-26 21:41:10.681232+00:00,,t,"T1L, ascending, intersegmental",unknown,73186518742662220,648518346500075660,[32928 91112  2198]
204,2545,2023-02-26 21:41:10.671830+00:00,,t,"T1L, sensory",sensory,72624050429564642,648518346504877171,[ 17379 105649   3341]
205,2562,2023-02-26 21:41:10.686880+00:00,,t,"T2L, intersegmental",unknown,73961812215120472,648518346489156842,[ 56448 128216   2912]
206,2551,2023-02-26 21:41:10.677042+00:00,,t,"T3L, intersegmental",unknown,73963528859748517,648518346486294468,[ 55504 179888    293]
207,2546,2023-02-26 21:41:10.672657+00:00,,t,"T1L, sensory",sensory,72342438148311389,648518346494933170,[ 10164 100758   3624]
208,2548,2023-02-26 21:41:10.674497+00:00,,t,"T1L, sensory",sensory,72482831636754478,648518346499992716,[12942 91984  2917]
209,2555,2023-02-26 21:41:10.680387+00:00,,t,"T1L, ascending, intersegmental",unknown,72694898935288953,648518346496333836,[ 18824 120432    944]
210,2550,2023-02-26 21:41:10.676215+00:00,,t,"T1L, local",unknown,72834675357590858,648518346489023210,[24400 91376  2874]
211,2547,2023-02-26 21:41:10.673490+00:00,,t,"T1L, sensory",sensory,72272206775924154,648518346467147246,[  7709 104579   3572]
212,2568,2023-02-26 21:41:10.692439+00:00,,t,"T1L, local",unknown,72764237893846644,648518346474656450,[21504 89596  2847]
213,2531,2023-02-26 21:41:10.659591+00:00,,t,fragment,fragment,72553681618451714,648518346476977472,[ 14829 104509   3238]
214,2532,2023-02-26 21:41:10.660465+00:00,,t,fragment,fragment,72553612899198826,648518346476291487,[ 14861 102935   3326]
215,2533,2023-02-26 21:41:10.661316+00:00,,t,fragment,fragment,72483244155020554,648518346478611060,[ 12887 102615   3317]
216,2534,2023-02-26 21:41:10.662148+00:00,,t,fragment,fragment,72835156460850195,648518346518423382,[ 23631 105825   2964]
217,2535,2023-02-26 21:41:10.662974+00:00,,t,fragment,fragment,72553818923379012,648518346379776918,[ 14759 109459   3047]
218,2536,2023-02-26 21:41:10.664022+00:00,,t,fragment,fragment,72342712556436319,648518346472496075,[  9079 110505   2717]
219,2537,2023-02-26 21:41:10.665044+00:00,,t,fragment,fragment,72905525071215250,648518346497885957,[ 24763 105753   2825]
220,2538,2023-02-26 21:41:10.665983+00:00,,t,fragment,fragment,72553750270908480,648518346491473400,[ 14849 106671   3132]
221,2539,2023-02-26 21:41:10.666823+00:00,,t,fragment,fragment,72413150087184389,648518346495613858,[ 11151 111849   2843]
222,2540,2023-02-26 21:41:10.667662+00:00,,t,fragment,fragment,72342712288187960,648518346491382581,[  9113 110049   2285]
223,2543,2023-02-26 21:41:10.670171+00:00,,t,"T1L, sensory",sensory,72412806892452621,648518346475299896,[ 11422 100968   3609]
224,2544,2023-02-26 21:41:10.670989+00:00,,t,"T1L, sensory",sensory,72342438215388993,648518346489732703,[  9784 100999   3740]
225,2552,2023-02-26 21:41:10.677880+00:00,,t,"T2L, intersegmental",unknown,74032180892312782,648518346480963584,[ 57440 128720   2810]
226,2553,2023-02-26 21:41:10.678711+00:00,,t,"T2L, intersegmental",unknown,72907106021898415,648518346491568958,[ 25560 152184   3593]
227,2571,2023-02-26 21:41:10.694990+00:00,,t,"T1L, intersegmental",unknown,72553750270869170,648518346491126817,[ 14589 108153   3117]
228,256,2023-02-06 16:21:11.230024+00:00,,t,"T1L, local",22A,72342918916357523,648518346482309524,[  9688 115176   3193]
229,2528,2023-02-26 21:41:10.656791+00:00,,t,fragment,fragment,72553818923304179,648518346497728246,[ 15881 108700   3023]
230,2529,2023-02-26 21:41:10.657633+00:00,,t,fragment,fragment,72342712556478985,648518346491012899,[  9377 110535   2737]
231,2530,2023-02-26 21:41:10.658601+00:00,,t,fragment,fragment,72624050295715482,648518346494220283,[ 17955 105743   3181]
232,230,2023-02-06 16:21:11.206180+00:00,,t,"T1L, local",21A,72272618421959570,648518346526360791,[  8064 117168   2307]
233,463,2023-02-06 16:21:11.420337+00:00,,t,"T1L, MN",MN,72904837406360841,648518346507389983,[24703 85715  1813]
234,325,2023-02-06 16:21:11.295974+00:00,,t,"T1L, local",9A,73327050140005922,648518346498002535,[37160 84933  2376]
235,12,2023-02-06 16:21:11.002688+00:00,,t,"T1B, intersegmental",0A/0B,73187550206232539,648518346492136492,[ 34556 122704   3532]
236,2,2023-02-06 16:21:10.993025+00:00,,t,"T2B, intersegmental",0A/0B,73047225303313672,648518346479342780,[ 29616 133472   4103]
237,24,2023-02-06 16:21:11.013487+00:00,,t,"T3B, intersegmental",0A/0B,73752766895666224,648518346494801397,[ 49672 190321   1569]
238,17,2023-02-06 16:21:11.007068+00:00,,t,"T2B, intersegmental",0A/0B,73329180376671109,648518346490016183,[ 37712 148592   2220]
239,18,2023-02-06 16:21:11.007994+00:00,,t,"T2B, intersegmental",0A/0B,73329317748419658,648518346492140076,[ 37832 151600   2072]
240,14,2023-02-06 16:21:11.004409+00:00,,t,"T1B, intersegmental",0A/0B,73257918950442344,648518346487757122,[ 35280 121328   3542]
241,8,2023-02-06 16:21:10.998547+00:00,,t,"T1B, intersegmental",0A/0B,73117113011140244,648518346502508711,[ 32744 118888   4078]
242,19,2023-02-06 16:21:11.008863+00:00,,t,"T3B, intersegmental",0A/0B,73541591742370834,648518346471899547,[ 44248 188040   1254]
243,9,2023-02-06 16:21:10.999660+00:00,,t,"T1B, intersegmental",0A/0B,73187412834490290,648518346499958156,[ 32992 117592   3698]
244,141,2023-02-06 16:21:11.119916+00:00,,t,"T1L, local",13A,72834744278472685,648518346500132614,[24048 93712  3295]
245,225,2023-02-06 16:21:11.200658+00:00,,t,"T1L, local",21A,72272618287646168,648518346498344346,[  6949 116960   1996]
246,11,2023-02-06 16:21:11.001789+00:00,,t,"T2B, intersegmental",0A/0B,73188237535266779,648518346489007453,[ 34368 142568   3791]
247,3,2023-02-06 16:21:10.993922+00:00,,t,"T1B, intersegmental",0A/0B,73117113011096416,648518346499902531,[ 30808 119032   4048]
248,4,2023-02-06 16:21:10.994793+00:00,,t,"T2B, intersegmental",0A/0B,73117800138742283,648518346481634463,[ 30992 140496   3946]
249,5,2023-02-06 16:21:10.995681+00:00,,t,"T1B, intersegmental",0A/0B,73117112943906294,648518346521550329,[ 31248 120024   3916]
250,7,2023-02-06 16:21:10.997546+00:00,,t,"T1B, intersegmental",0A/0B,73117181395003570,648518346499440615,[ 31480 121954   3452]
251,262,2023-02-06 16:21:11.235545+00:00,,t,"T1L, intersegmental",23B,72554024276625819,648518346482935973,[ 16240 116341   1537]
252,10,2023-02-06 16:21:11.000578+00:00,,t,"T1B, intersegmental",0A/0B,73187481688093191,648518346490337290,[ 34032 120632   3888]
253,23,2023-02-06 16:21:11.012614+00:00,,t,"T3B, intersegmental",0A/0B,73682398151257778,648518346492148780,[ 47270 189711   1546]
254,16,2023-02-06 16:21:11.006147+00:00,,t,"T1B, intersegmental",0A/0B,73257987602826346,648518346492697531,[ 36284 123456   3425]
255,20,2023-02-06 16:21:11.009724+00:00,,t,"T3B, intersegmental",0A/0B,73611823114633315,648518346482260628,[ 46058 183011   1327]
256,21,2023-02-06 16:21:11.010581+00:00,,t,"T3B, intersegmental",0A/0B,73612166846335456,648518346473084516,[ 46064 194200   1581]
257,22,2023-02-06 16:21:11.011424+00:00,,t,"T3B, intersegmental",0A/0B,73611960620850420,648518346489569132,[ 46838 187343   1486]
258,13,2023-02-06 16:21:11.003561+00:00,,t,"T1B, intersegmental",0A/0B,73257850432309893,648518346491215992,[ 35193 120315   3935]
259,27,2023-02-06 16:21:11.016076+00:00,,t,"T2L, ascending, intersegmental",10B,72906212668573235,648518346511268149,[ 24848 125896   3555]
260,28,2023-02-06 16:21:11.016951+00:00,,t,"T2L, ascending, intersegmental",10B,72906350107408012,648518346499137345,[ 26000 129936   3534]
261,29,2023-02-06 16:21:11.017802+00:00,,t,"T2L, ascending, intersegmental",10B,72906212668281948,648518346517772136,[ 26256 126944   3480]
262,30,2023-02-06 16:21:11.018667+00:00,,t,"T2L, intersegmental",10B,72976650199144256,648518346481398927,[ 26961 128127   3610]
263,31,2023-02-06 16:21:11.019523+00:00,,t,"T2L, ascending, intersegmental",10B,72976512760217803,648518346483682965,[ 27072 123512   3656]
264,32,2023-02-06 16:21:11.020641+00:00,,t,"T3L, ascending, intersegmental",10B,73048667807881960,648518346499724869,[ 29128 177096   2839]
265,33,2023-02-06 16:21:11.021755+00:00,,t,"T1L, intersegmental",10B,73045850376843483,648518346520296785,[30168 92984  3055]
266,6,2023-02-06 16:21:10.996608+00:00,,t,"T1B, intersegmental",0A/0B,73117181394837163,648518346497061092,[ 31288 122288   3354]
267,53,2023-02-06 16:21:11.040401+00:00,,t,"T1L, intersegmental",10B,73256819036110014,648518346477749655,[35208 89472  2766]
268,15,2023-02-06 16:21:11.005282+00:00,,t,"T2B, intersegmental",0A/0B,73258949406937163,648518346496171788,[ 36187 153366   2862]
269,35,2023-02-06 16:21:11.023998+00:00,,t,"T1L, intersegmental",10B,73116150334524332,648518346489433689,[31032 91248  2948]
270,38,2023-02-06 16:21:11.026747+00:00,,t,"T1L, ascending, intersegmental",10B,73116287840242051,648518346481263717,[32048 96064  3012]
271,39,2023-02-06 16:21:11.027659+00:00,,t,"T1L, intersegmental",10B,73116219053878055,648518346499141441,[32252 92616  2927]
272,40,2023-02-06 16:21:11.028549+00:00,,t,"T1L, intersegmental",10B,73116150334481252,648518346491969931,[32636 90792  2943]
273,41,2023-02-06 16:21:11.029430+00:00,,t,"T1L, intersegmental",10B,73116081614839078,648518346490436956,[32704 89536  2865]
274,42,2023-02-06 16:21:11.030314+00:00,,t,"T1L, intersegmental",10B,73186587798027927,648518346502483782,[33020 93692  2893]
275,148,2023-02-06 16:21:11.126041+00:00,,t,"T1L, local",13A,72975412980296101,648518346500029439,[26720 90856  3149]
276,44,2023-02-06 16:21:11.032084+00:00,,t,"T1L, intersegmental",10B,73186519078656031,648518346481699517,[33532 92144  2937]
277,45,2023-02-06 16:21:11.032962+00:00,,t,"T1L, intersegmental",10B,73186587798093193,648518346474236781,[33916 92960  2916]
278,46,2023-02-06 16:21:11.033882+00:00,,t,"T1L, intersegmental",10B,73186450426056929,648518346499432795,[34008 89240  2968]
279,48,2023-02-06 16:21:11.036049+00:00,,t,"T1L, intersegmental",10B,73186725371050705,648518346498238290,[34360 96328  3086]
280,51,2023-02-06 16:21:11.038675+00:00,,t,"T1L, intersegmental",10B,73186519078589427,648518346514384583,[34624 90512  2910]
281,55,2023-02-06 16:21:11.042147+00:00,,t,"T1L, intersegmental",10B,73256887822784758,648518346500414780,[35304 91416  2920]
