,id,created,superceded_id,valid,score,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
0,5888018,2022-11-17 14:28:59.843347+00:00,,t,23,72764787850977007,648518346487038617,72764787850963659,648518346498554608,[ 21351 106033   3259],[ 21351 105989   3259]
1,42127631,2022-11-17 14:28:59.843347+00:00,,t,35,72342781074592131,648518346496066411,72342781074592175,648518346481857725,[  9299 110911   2341],[  9273 110929   2342]
2,42127596,2022-11-17 14:28:59.843347+00:00,,t,25,72342781074788883,648518346501581144,72342781074841808,648518346480125925,[  9229 110671   2434],[  9249 110657   2436]
3,42127645,2022-11-17 14:28:59.843347+00:00,,t,12,72342781074791817,648518346501581144,72342781074885461,648518346476657526,[  9269 110913   2436],[  9289 110945   2437]
4,42127583,2022-11-17 14:28:59.843347+00:00,,t,16,72342781074776380,648518346501581144,72342781074781231,648518346481857725,[  9223 110721   2425],[  9237 110685   2426]
5,42127600,2022-11-17 14:28:59.843347+00:00,,t,32,72342781074794548,648518346501581144,72342781074781231,648518346481857725,[  9223 110699   2429],[  9249 110677   2429]
6,42127610,2022-11-17 14:28:59.843347+00:00,,t,32,72342781074832429,648518346501581144,72342781074824776,648518346481857725,[  9227 110685   2433],[  9259 110681   2433]
7,42127614,2022-11-17 14:28:59.843347+00:00,,t,43,72342781074905111,648518346501581144,72342781074808067,648518346514448583,[  9237 110733   2426],[  9263 110709   2426]
9,42127662,2022-11-17 14:28:59.843347+00:00,,t,32,72342781074868516,648518346501581144,72342781074808571,648518346509569667,[  9281 110911   2431],[  9309 110929   2431]
10,42127693,2022-11-17 14:28:59.843347+00:00,,t,17,72342781074429010,648518346496066411,72342781074344217,648518346480666625,[  9383 110625   2315],[  9349 110629   2314]
11,44172031,2022-11-17 14:28:59.843347+00:00,,t,33,73187000114644387,648518346487038617,73187000114715951,648518346487705300,[ 34349 106257   2833],[ 34369 106269   2836]
16,42183280,2022-11-17 14:28:59.843347+00:00,,t,34,73469368579019769,648518346473084516,73469368579019781,648518346499960531,[ 41919 131653   3165],[ 41903 131689   3166]
19,42183293,2022-11-17 14:28:59.843347+00:00,,t,41,73469368579051419,648518346473084516,73469368579046191,648518346488045079,[ 41927 131433   3174],[ 41927 131407   3175]
20,42183300,2022-11-17 14:28:59.843347+00:00,,t,47,73469368579043935,648518346473084516,73469368579036882,648518346488045079,[ 41939 131661   3167],[ 41937 131699   3167]
21,42203976,2022-11-17 14:28:59.843347+00:00,,t,42,73187068633192046,648518346474404290,73187068633192259,648518346477963245,[ 33009 107379   2564],[ 33035 107391   2564]
23,42127574,2022-11-17 14:28:59.843347+00:00,,t,21,72342781074723555,648518346480125925,72342781074735329,648518346507233352,[  9267 110723   2399],[  9231 110723   2400]
24,36920897,2022-11-17 14:28:59.843347+00:00,,t,20,72342712422066180,648518346480125925,72342712422172063,648518346507233352,[  9315 110501   2449],[  9285 110485   2450]
25,19047863,2022-11-17 14:28:59.843347+00:00,,t,12,72975962534780527,648518346501581144,72975962534780596,648518346480125925,[ 26979 106953   2801],[ 27025 106945   2801]
30,42731028,2022-11-17 14:28:59.843347+00:00,,t,48,72342712422285292,648518346518548566,72342712422282795,648518346480125925,[  8909 109577   2490],[  8927 109607   2490]
31,38445801,2022-11-17 14:28:59.843347+00:00,,t,20,72483312807210860,648518346501581144,72483312807213641,648518346480125925,[ 14121 105099   3154],[ 14133 105137   3154]
34,23008779,2022-11-17 14:28:59.843347+00:00,,t,16,72624050362649507,648518346480125925,72624050362668341,648518346507233352,[ 16647 105079   3240],[ 16639 105073   3243]
36,41116647,2022-11-17 14:28:59.843347+00:00,,t,17,72342712288225538,648518346501581144,72342712288217319,648518346480125925,[  9519 110301   2296],[  9503 110325   2295]
37,41156279,2022-11-17 14:28:59.843347+00:00,,t,13,72413081367871330,648518346501581144,72413081367864371,648518346480125925,[ 11805 110115   2909],[ 11767 110097   2909]
38,44288090,2022-11-17 14:28:59.843347+00:00,,t,23,72342781141699433,648518346501581144,72342781141709698,648518346480125925,[  9413 110637   2473],[  9441 110635   2474]
40,36721377,2022-11-17 14:28:59.843347+00:00,,t,37,72905731162617787,648518346501581144,72905731162483363,648518346480125925,[ 25525 111871   2685],[ 25559 111853   2687]
42,42365112,2022-11-17 14:28:59.843347+00:00,,t,49,73117456004340915,648518346478231509,73117456004347392,648518346502576454,[ 31511 131035   2858],[ 31547 131035   2858]
46,41406955,2022-11-17 14:28:59.843347+00:00,,t,23,73751187421538725,648518346489805273,73751187421558487,648518346477811470,[ 49651 142911   3661],[ 49605 142921   3661]
47,33994297,2022-11-17 14:28:59.843347+00:00,,t,14,73398999767766812,648518346471899547,73398999767759412,648518346493225392,[ 40367 132151   3046],[ 40401 132173   3046]
51,26226135,2022-11-17 14:28:59.843347+00:00,,t,19,73469437432612577,648518346471899547,73469437432633901,648518346493225392,[ 42803 134989   3375],[ 42823 134959   3375]
52,26226112,2022-11-17 14:28:59.843347+00:00,,t,13,73469437432612577,648518346471899547,73469437432643352,648518346493225392,[ 42769 134975   3376],[ 42787 134937   3376]
57,18850167,2022-11-17 14:28:59.843347+00:00,,t,35,73469368646084064,648518346496171788,73469368646098635,648518346502655814,[ 41927 131715   3259],[ 41937 131753   3261]
63,18422493,2022-11-17 14:28:59.843347+00:00,,t,32,73398999901993195,648518346496171788,73398999902008499,648518346502655814,[ 40919 132919   3298],[ 40901 132949   3300]
79,20667686,2022-11-17 14:28:59.843347+00:00,,t,15,73469368578889106,648518346486977761,73469368578891672,648518346488045079,[ 41057 132555   3107],[ 41091 132577   3107]
80,18538408,2022-11-17 14:28:59.843347+00:00,,t,17,73469368579001428,648518346486977761,73469368579006432,648518346518565462,[ 42485 132237   3151],[ 42517 132219   3151]
81,42183260,2022-11-17 14:28:59.843347+00:00,,t,16,73469368578927295,648518346486977761,73469368578929572,648518346499960531,[ 41833 131941   3131],[ 41847 131915   3130]
82,33994550,2022-11-17 14:28:59.843347+00:00,,t,48,73398999767383442,648518346486977761,73398999767385509,648518346499960531,[ 40855 132115   2954],[ 40869 132145   2955]
83,21091994,2022-11-17 14:28:59.843347+00:00,,t,22,73469368646150138,648518346486977761,73469368646157532,648518346475974370,[ 41291 132509   3293],[ 41329 132515   3294]
85,3346490,2022-11-17 14:28:59.843347+00:00,,t,39,73398931115189301,648518346486977761,73398931115067403,648518346488045079,[ 39829 131035   3087],[ 39797 131035   3088]
91,27955268,2022-11-17 14:28:59.843347+00:00,,t,14,73469368444926207,648518346486977761,73469368444963961,648518346518565462,[ 41015 131951   2940],[ 41017 131909   2941]
93,17016856,2022-11-17 14:28:59.843347+00:00,,t,39,72413149886085901,648518346479847574,72413149886088233,648518346481856445,[ 10659 111771   2550],[ 10665 111801   2550]
94,5253198,2022-11-17 14:28:59.843347+00:00,,t,34,72905525138125867,648518346479847574,72905525138120672,648518346489572037,[ 25571 105217   2885],[ 25579 105183   2885]
95,5253077,2022-11-17 14:28:59.843347+00:00,,t,53,72905525138274252,648518346479847574,72905525138338880,648518346481856445,[ 25405 105127   2951],[ 25433 105133   2952]
96,36921045,2022-11-17 14:28:59.843347+00:00,,t,30,72342712422258471,648518346488893518,72342712422255822,648518346507233352,[  9591 110003   2477],[  9559 109997   2478]
97,5252835,2022-11-17 14:28:59.843347+00:00,,t,13,72905525138274168,648518346479847574,72905525138270387,648518346489572037,[ 25079 104911   2943],[ 25065 104887   2943]
99,42182773,2022-11-17 14:28:59.843347+00:00,,t,36,73469368578626234,648518346489805273,73469368578846268,648518346475974370,[ 41001 131441   3088],[ 40997 131407   3088]
100,25456226,2022-11-17 14:28:59.843347+00:00,,t,34,72342712556440729,648518346501581144,72342712556460005,648518346507233352,[ 10181 110097   2726],[ 10163 110131   2728]
101,9229006,2022-11-17 14:28:59.843347+00:00,,t,17,72764787716912428,648518346498002535,72764787716919727,648518346501288024,[ 21243 105901   3050],[ 21273 105877   3051]
106,22973671,2022-11-17 14:28:59.843347+00:00,,t,27,72413081300618604,648518346498002535,72413081300628201,648518346501288024,[ 10673 110233   2724],[ 10689 110201   2724]
107,32448833,2022-11-17 14:28:59.843347+00:00,,t,30,73469506152124581,648518346489805273,73469506152119530,648518346494998706,[ 42045 136181   3370],[ 42025 136205   3370]
108,31302560,2022-11-17 14:28:59.843347+00:00,,t,24,72553818990279078,648518346498002535,72553818990275635,648518346481857725,[ 15319 108793   3095],[ 15325 108763   3096]
109,4258916,2022-11-17 14:28:59.843347+00:00,,t,45,73469437365739511,648518346489805273,73469437365729159,648518346474234477,[ 41423 134661   3324],[ 41465 134675   3325]
110,14465872,2022-11-17 14:28:59.843347+00:00,,t,31,73399068688390576,648518346489805273,73399068688404565,648518346494998706,[ 40503 134417   3354],[ 40521 134451   3354]
111,9093605,2022-11-17 14:28:59.843347+00:00,,t,28,73539806042646133,648518346489805273,73539806042643488,648518346518565462,[ 43781 133889   3137],[ 43753 133887   3136]
112,19215066,2022-11-17 14:28:59.843347+00:00,,t,19,73328562438173063,648518346489805273,73328562438211303,648518346495993163,[ 37513 129875   3234],[ 37545 129865   3234]
113,23933418,2022-11-17 14:28:59.843347+00:00,,t,31,73469299926745577,648518346489805273,73469299926730211,648518346477811470,[ 41865 130715   3323],[ 41831 130711   3325]
114,23933429,2022-11-17 14:28:59.843347+00:00,,t,23,73469299926745577,648518346489805273,73469299926900432,648518346495993163,[ 41871 130729   3325],[ 41849 130735   3327]
115,28819034,2022-11-17 14:28:59.843347+00:00,,t,21,73328562371071618,648518346489805273,73328562371091872,648518346474234477,[ 38883 130295   3115],[ 38865 130275   3117]
116,38002473,2022-11-17 14:28:59.843347+00:00,,t,19,73469506152105224,648518346489805273,73469506152121553,648518346494998706,[ 41513 135205   3367],[ 41539 135241   3367]
117,38543150,2022-11-17 14:28:59.843347+00:00,,t,60,73398999902063459,648518346489805273,73398999902053113,648518346495993163,[ 38977 131533   3317],[ 39013 131531   3318]
118,14465867,2022-11-17 14:28:59.843347+00:00,,t,12,73399068621627908,648518346489805273,73399068688229959,648518346492913070,[ 40495 134395   3337],[ 40497 134439   3339]
119,41406921,2022-11-17 14:28:59.843347+00:00,,t,15,73751187421662955,648518346489805273,73751187421666250,648518346492913070,[ 49295 142573   3706],[ 49333 142573   3706]
120,12469823,2022-11-17 14:28:59.843347+00:00,,t,12,73399137340906396,648518346489805273,73399137340888285,648518346477811470,[ 39813 135487   3270],[ 39815 135451   3270]
121,14465894,2022-11-17 14:28:59.843347+00:00,,t,41,73399068688220076,648518346489805273,73399068688229959,648518346492913070,[ 40571 134351   3347],[ 40571 134395   3348]
122,30125818,2022-11-17 14:28:59.843347+00:00,,t,33,73469368511963271,648518346486977761,73469368511950264,648518346499960531,[ 42587 132261   3036],[ 42617 132237   3037]
123,44259534,2022-11-17 14:28:59.843347+00:00,,t,15,73398931115320936,648518346486977761,73398931115346329,648518346475974370,[ 39961 130995   3141],[ 39993 130985   3142]
124,44259537,2022-11-17 14:28:59.843347+00:00,,t,44,73398931115055221,648518346486977761,73398931115095755,648518346488045079,[ 40021 130845   3088],[ 40017 130813   3089]
128,23688280,2022-11-17 14:28:59.843347+00:00,,t,25,72835156460959520,648518346479847574,72835156460950438,648518346489572037,[ 23883 105313   3014],[ 23905 105337   3015]
129,23688284,2022-11-17 14:28:59.843347+00:00,,t,25,72835156460929012,648518346479847574,72835156460950404,648518346489572037,[ 23899 105331   3011],[ 23919 105349   3011]
134,30781588,2022-11-17 14:28:59.843347+00:00,,t,37,72975893815129580,648518346479847574,72975893815129631,648518346489572037,[ 26905 105947   2742],[ 26933 105961   2742]
135,30495111,2022-11-17 14:28:59.843347+00:00,,t,35,72413150020094123,648518346479847574,72413150020102787,648518346489572037,[ 11077 110735   2714],[ 11061 110705   2714]
136,2215800,2022-11-17 14:28:59.843347+00:00,,t,19,73187068834442511,648518346502709318,73187068834512055,648518346497858151,[ 33419 107673   2933],[ 33413 107695   2935]
137,2215806,2022-11-17 14:28:59.843347+00:00,,t,30,73187068834423444,648518346502709318,73187068834468650,648518346497858151,[ 33417 107867   2925],[ 33429 107887   2927]
138,44288363,2022-11-17 14:28:59.843347+00:00,,t,84,72342781141826007,648518346489054813,72342781141818925,648518346481857725,[  9711 111089   2530],[  9733 111061   2530]
147,24285302,2022-11-17 14:28:59.843347+00:00,,t,16,72342781208788495,648518346494933170,72342781208722537,648518346501288024,[  9579 110933   2580],[  9537 110935   2581]
148,44288316,2022-11-17 14:28:59.843347+00:00,,t,45,72342781141821226,648518346489054813,72342781141818925,648518346481857725,[  9679 111059   2530],[  9689 111037   2529]
149,36064018,2022-11-17 14:28:59.843347+00:00,,t,61,72413149886050431,648518346479847574,72413149886060353,648518346477034696,[ 10265 111107   2535],[ 10287 111095   2537]
153,10034719,2022-11-17 14:28:59.843347+00:00,,t,24,72976031254064309,648518346481857725,72976031254084175,648518346494933426,[ 26767 109053   2728],[ 26741 109049   2727]
154,2581243,2022-11-17 14:28:59.843347+00:00,,t,74,72483450179016742,648518346489054813,72483450179033435,648518346494933170,[ 13425 109311   3002],[ 13455 109323   3003]
155,16569604,2022-11-17 14:28:59.843347+00:00,,t,33,72553750270873648,648518346467364359,72553750270866750,648518346476657526,[ 14493 108339   3112],[ 14487 108307   3113]
156,11481795,2022-11-17 14:28:59.843347+00:00,,t,42,72413081300775460,648518346489054813,72413081300744184,648518346486753761,[ 11523 110301   2773],[ 11557 110293   2773]
163,11446263,2022-11-17 14:28:59.843347+00:00,,t,13,72553612899167903,648518346494933426,72553612899118612,648518346476657526,[ 15741 103345   3305],[ 15737 103333   3304]
173,28876142,2022-11-17 14:28:59.843347+00:00,,t,32,72553750271064658,648518346494933426,72553750271050076,648518346476657526,[ 15631 108237   3191],[ 15657 108253   3192]
174,44288280,2022-11-17 14:28:59.843347+00:00,,t,23,72342781141668160,648518346476657526,72342781141679751,648518346494933426,[  9659 111241   2465],[  9671 111267   2466]
176,20472738,2022-11-17 14:28:59.843347+00:00,,t,32,72764856436293085,648518346491888552,72764856436290695,648518346494933426,[ 22127 106765   3047],[ 22161 106793   3048]
177,4391541,2022-11-17 14:28:59.843347+00:00,,t,36,72342781275997368,648518346488893518,72342781276008051,648518346480125925,[  9417 110821   2757],[  9405 110853   2757]
179,30158199,2022-11-17 14:28:59.843347+00:00,,t,33,72835156460887509,648518346501581144,72835156460885552,648518346476657526,[ 24097 105855   2984],[ 24133 105859   2983]
181,22973714,2022-11-17 14:28:59.843347+00:00,,t,60,72413081300710759,648518346498002535,72413081300710768,648518346494933170,[ 10691 110351   2761],[ 10725 110349   2760]
182,36923146,2022-11-17 14:28:59.843347+00:00,,t,14,72553681551539885,648518346498002535,72553681551594815,648518346494933426,[ 15021 106079   3203],[ 15025 106107   3203]
183,44082085,2022-11-17 14:28:59.843347+00:00,,t,41,72413149953044610,648518346498002535,72413149953031878,648518346494933426,[ 10313 110835   2615],[ 10351 110827   2615]
184,42127604,2022-11-17 14:28:59.843347+00:00,,t,23,72342781074832429,648518346501581144,72342781074817882,648518346507233352,[  9227 110649   2432],[  9255 110643   2432]
185,42127640,2022-11-17 14:28:59.843347+00:00,,t,40,72342781074791817,648518346501581144,72342781074801313,648518346481857725,[  9267 110921   2430],[  9281 110955   2430]
186,15901839,2022-11-17 14:28:59.843347+00:00,,t,47,73117455937370740,648518346484222493,73117455937393372,648518346488912397,[ 31063 131015   2797],[ 31047 131049   2798]
188,44338485,2022-11-17 14:28:59.843347+00:00,,t,12,73046399864317203,648518346484222493,73046399864281709,648518346511235381,[ 29391 109439   2559],[ 29425 109449   2560]
189,44338486,2022-11-17 14:28:59.843347+00:00,,t,46,73046399864289838,648518346484222493,73046399864281723,648518346511235381,[ 29409 109439   2554],[ 29445 109441   2554]
190,32535827,2022-11-17 14:28:59.843347+00:00,,t,24,72483244155023028,648518346501581144,72483244155027679,648518346476657526,[ 14049 102823   3319],[ 14071 102797   3319]
191,32535845,2022-11-17 14:28:59.843347+00:00,,t,15,72483244154991617,648518346501581144,72483244155008828,648518346476657526,[ 14121 102951   3305],[ 14097 102957   3308]
192,2076188,2022-11-17 14:28:59.843347+00:00,,t,22,72553681618429213,648518346501581144,72553681618439175,648518346476657526,[ 14563 104507   3233],[ 14599 104533   3234]
193,41156357,2022-11-17 14:28:59.843347+00:00,,t,30,72413081367817910,648518346501581144,72413081367843518,648518346481857725,[ 11933 109901   2885],[ 11903 109885   2886]
194,44288609,2022-11-17 14:28:59.843347+00:00,,t,31,72342781141806165,648518346501581144,72342781141797092,648518346481857725,[  9985 111443   2521],[ 10005 111427   2520]
195,44288617,2022-11-17 14:28:59.843347+00:00,,t,54,72342781141817082,648518346501581144,72342781141841277,648518346481857725,[ 10003 111445   2536],[ 10013 111413   2538]
196,25455734,2022-11-17 14:28:59.843347+00:00,,t,16,72342712556556282,648518346501581144,72342712556553525,648518346481857725,[  9333 110147   2764],[  9297 110137   2765]
198,21324672,2022-11-17 14:28:59.843347+00:00,,t,17,73328562236988357,648518346484222493,73328562237017416,648518346483806357,[ 37867 130745   2900],[ 37855 130715   2900]
200,30943215,2022-11-17 14:28:59.843347+00:00,,t,16,73399068621545453,648518346484222493,73399068621538184,648518346474234477,[ 39609 133249   3313],[ 39647 133229   3314]
201,44259768,2022-11-17 14:28:59.843347+00:00,,t,18,73398931115444484,648518346484222493,73398931115444437,648518346474234477,[ 40357 130695   3180],[ 40379 130661   3181]
206,44259772,2022-11-17 14:28:59.843347+00:00,,t,39,73398931115444484,648518346484222493,73398931115411123,648518346474234477,[ 40361 130715   3177],[ 40385 130691   3177]
207,26046694,2022-11-17 14:28:59.843347+00:00,,t,14,73187068767148474,648518346487038617,73116700022968790,648518346524142085,[ 32787 106541   2731],[ 32753 106551   2732]
208,42183247,2022-11-17 14:28:59.843347+00:00,,t,26,73469368578900878,648518346486977761,73469368578920396,648518346499960531,[ 41819 131921   3118],[ 41823 131895   3119]
210,21324634,2022-11-17 14:28:59.843347+00:00,,t,12,73328562236961399,648518346487948500,73328562236941616,648518346478167277,[ 37719 130569   2883],[ 37735 130543   2883]
211,2425725,2022-11-17 14:28:59.843347+00:00,,t,19,73539806109449600,648518346486977761,73539806109542461,648518346499960531,[ 43975 134155   3212],[ 43957 134141   3213]
212,15901814,2022-11-17 14:28:59.843347+00:00,,t,15,73117455937375746,648518346484222493,73117455937403272,648518346488912397,[ 30981 130981   2796],[ 30955 130997   2798]
213,26014385,2022-11-17 14:28:59.843347+00:00,,t,17,73822380128208400,648518346481641921,73822380128185099,648518346478788180,[ 53011 167447   2330],[ 53041 167427   2330]
214,4933249,2022-11-17 14:28:59.843347+00:00,,t,50,73469299859232950,648518346484222493,73469299859361160,648518346483806357,[ 41181 130861   3087],[ 41215 130847   3087]
217,33729929,2022-11-17 14:28:59.843347+00:00,,t,16,72905525070901494,648518346488991501,72905525070914556,648518346481856445,[ 26589 105915   2720],[ 26569 105949   2720]
218,33729948,2022-11-17 14:28:59.843347+00:00,,t,18,72905525070901494,648518346488991501,72905525070917068,648518346481856445,[ 26599 105929   2717],[ 26593 105953   2716]
226,30494866,2022-11-17 14:28:59.843347+00:00,,t,38,72413150020085132,648518346501581144,72413150020077599,648518346476657526,[ 10667 110733   2711],[ 10661 110759   2710]
231,19813249,2022-11-17 14:28:59.843347+00:00,,t,12,72905731229453563,648518346501581144,72905731229438286,648518346481857725,[ 26417 111127   2759],[ 26433 111165   2760]
232,7832349,2022-11-17 14:28:59.843347+00:00,,t,21,73539806176849419,648518346489805273,73539806176849437,648518346493225392,[ 43223 134837   3390],[ 43193 134825   3389]
233,25113078,2022-11-17 14:28:59.843347+00:00,,t,13,72975893748303590,648518346501581144,72975893748231832,648518346476657526,[ 27525 106095   2688],[ 27569 106081   2689]
235,32535855,2022-11-17 14:28:59.843347+00:00,,t,24,72483244155008791,648518346501581144,72483244155020651,648518346496729980,[ 14141 102743   3312],[ 14113 102739   3313]
236,32535870,2022-11-17 14:28:59.843347+00:00,,t,31,72483244155015974,648518346501581144,72483244155020651,648518346496729980,[ 14169 102733   3314],[ 14145 102733   3316]
237,32535826,2022-11-17 14:28:59.843347+00:00,,t,19,72483244154986924,648518346501581144,72483244154965728,648518346507233352,[ 14105 102873   3294],[ 14065 102871   3294]
238,32535838,2022-11-17 14:28:59.843347+00:00,,t,37,72483244154982165,648518346501581144,72483244154982208,648518346507233352,[ 14115 102939   3297],[ 14091 102959   3297]
239,32535872,2022-11-17 14:28:59.843347+00:00,,t,12,72483244155015974,648518346501581144,72483244155008828,648518346476657526,[ 14175 102789   3314],[ 14149 102797   3315]
240,16181297,2022-11-17 14:28:59.843347+00:00,,t,15,72342712489589850,648518346501581144,72342712489561437,648518346501288024,[  9889 110373   2687],[  9875 110405   2687]
241,16181229,2022-11-17 14:28:59.843347+00:00,,t,27,72342712489684792,648518346501581144,72342712489564870,648518346481856445,[  9689 110453   2687],[  9679 110435   2686]
242,16181291,2022-11-17 14:28:59.843347+00:00,,t,18,72342712489561431,648518346501581144,72342712489582883,648518346494933426,[  9885 110355   2687],[  9853 110377   2687]
243,16181306,2022-11-17 14:28:59.843347+00:00,,t,14,72342712489577209,648518346501581144,72342712489590096,648518346480666625,[  9919 110389   2687],[  9909 110421   2688]
244,16181309,2022-11-17 14:28:59.843347+00:00,,t,57,72342712489630266,648518346501581144,72342712489583054,648518346480666625,[  9873 110495   2693],[  9915 110485   2693]
245,19813280,2022-11-17 14:28:59.843347+00:00,,t,36,72905731229471234,648518346501581144,72905731229458904,648518346481857725,[ 26447 111243   2768],[ 26479 111219   2768]
246,24285207,2022-11-17 14:28:59.843347+00:00,,t,18,72342781208884441,648518346479847574,72342781208873003,648518346477034696,[  9417 110825   2619],[  9397 110803   2620]
247,19813283,2022-11-17 14:28:59.843347+00:00,,t,32,72905731229463799,648518346501581144,72905731229487118,648518346481857725,[ 26479 111339   2774],[ 26483 111367   2776]
248,19813289,2022-11-17 14:28:59.843347+00:00,,t,15,72905731229468741,648518346501581144,72905731229473856,648518346481857725,[ 26459 111283   2776],[ 26487 111267   2777]
249,19813296,2022-11-17 14:28:59.843347+00:00,,t,12,72905731229468642,648518346501581144,72905731229456272,648518346507233352,[ 26465 111109   2769],[ 26493 111133   2768]
250,19813228,2022-11-17 14:28:59.843347+00:00,,t,15,72905731229453593,648518346501581144,72905731229458891,648518346514448583,[ 26415 111129   2770],[ 26415 111167   2770]
251,14832728,2022-11-17 14:28:59.843347+00:00,,t,19,72905525003891423,648518346479847574,72905525003905329,648518346477034696,[ 26459 105605   2642],[ 26445 105579   2643]
252,30781532,2022-11-17 14:28:59.843347+00:00,,t,81,72975893815159760,648518346479847574,72975893815141044,648518346489572037,[ 26857 105989   2743],[ 26863 106025   2743]
253,2076077,2022-11-17 14:28:59.843347+00:00,,t,25,72553681618228069,648518346501581144,72553681618395474,648518346477963245,[ 14435 104829   3214],[ 14437 104869   3215]
254,2076084,2022-11-17 14:28:59.843347+00:00,,t,27,72553681618228069,648518346501581144,72553681618231098,648518346514448583,[ 14443 104835   3212],[ 14459 104883   3213]
255,2581561,2022-11-17 14:28:59.843347+00:00,,t,13,72483450179156382,648518346501581144,72483450179165518,648518346509569667,[ 13927 108967   3055],[ 13945 108973   3057]
256,2581457,2022-11-17 14:28:59.843347+00:00,,t,57,72483450179132963,648518346501581144,72483450179124213,648518346501288024,[ 13813 109359   3042],[ 13849 109353   3042]
257,21704240,2022-11-17 14:28:59.843347+00:00,,t,19,72976031187166348,648518346501581144,72976031187200341,648518346476657526,[ 27177 108657   2693],[ 27167 108689   2694]
258,20271757,2022-11-17 14:28:59.843347+00:00,,t,35,72905525205096483,648518346479847574,72905525205099830,648518346477034696,[ 25151 105233   2968],[ 25153 105265   2969]
259,20271906,2022-11-17 14:28:59.843347+00:00,,t,18,72905525204914283,648518346479847574,72905525204913779,648518346481856445,[ 25393 105133   2956],[ 25415 105131   2958]
261,10206337,2022-11-17 14:28:59.843347+00:00,,t,30,72553681551602936,648518346501581144,72553681551659305,648518346507233352,[ 14577 104805   3208],[ 14597 104831   3209]
262,11409476,2022-11-17 14:28:59.843347+00:00,,t,12,72835156460955452,648518346501581144,72835156460948467,648518346501288024,[ 23227 105969   3020],[ 23243 105951   3019]
263,23385586,2022-11-17 14:28:59.843347+00:00,,t,40,72694419039810256,648518346501581144,72694419039814749,648518346486753761,[ 19419 106185   3150],[ 19451 106161   3151]
264,6358954,2022-11-17 14:28:59.843347+00:00,,t,49,72483381526594758,648518346501581144,72483381526599387,648518346480125925,[ 14159 106807   3119],[ 14149 106825   3122]
265,19047827,2022-11-17 14:28:59.843347+00:00,,t,32,72975962534817013,648518346501581144,72975962534812070,648518346480125925,[ 26987 106973   2822],[ 26987 106947   2821]
266,19047858,2022-11-17 14:28:59.843347+00:00,,t,18,72975962534783265,648518346501581144,72975962534773385,648518346480125925,[ 27015 107203   2804],[ 27021 107235   2805]
267,4391470,2022-11-17 14:28:59.843347+00:00,,t,22,72342781275918982,648518346501581144,72342781275919015,648518346507233352,[  9251 110705   2722],[  9221 110687   2722]
270,44288070,2022-11-17 14:28:59.843347+00:00,,t,16,72342781141667196,648518346501581144,72342781141659992,648518346480666625,[  9405 110635   2467],[  9417 110625   2465]
271,44288410,2022-11-17 14:28:59.843347+00:00,,t,51,72342781141797036,648518346501581144,72342781141792973,648518346480666625,[  9763 111295   2514],[  9769 111265   2514]
272,44288348,2022-11-17 14:28:59.843347+00:00,,t,44,72342781141838974,648518346501581144,72342781141841385,648518346494933426,[  9731 111499   2538],[  9707 111523   2538]
273,44288400,2022-11-17 14:28:59.843347+00:00,,t,32,72342781141797036,648518346501581144,72342781141790828,648518346476657526,[  9765 111297   2516],[  9757 111261   2517]
274,32989777,2022-11-17 14:28:59.843347+00:00,,t,63,72694487759308165,648518346501581144,72694487759288928,648518346501288024,[ 18573 106911   3149],[ 18549 106887   3149]
275,25832626,2022-11-17 14:28:59.843347+00:00,,t,50,72976718381769939,648518346487768020,72976718381754819,648518346503137403,[ 28101 129873   2597],[ 28131 129869   2596]
277,21324658,2022-11-17 14:28:59.843347+00:00,,t,20,73328562236988412,648518346484222493,73328562237015082,648518346483806357,[ 37831 130765   2905],[ 37811 130747   2907]
279,25832603,2022-11-17 14:28:59.843347+00:00,,t,14,72976718381762430,648518346487768020,72976718381754811,648518346503137403,[ 28067 129877   2584],[ 28091 129863   2585]
280,25832612,2022-11-17 14:28:59.843347+00:00,,t,26,72976718381762430,648518346487768020,72976718381754819,648518346503137403,[ 28075 129837   2593],[ 28107 129831   2594]
282,21324546,2022-11-17 14:28:59.843347+00:00,,t,13,73328562236934544,648518346487948500,73328562236954195,648518346478167277,[ 37443 130379   2886],[ 37457 130347   2887]
283,25832659,2022-11-17 14:28:59.843347+00:00,,t,30,72976718381794940,648518346487768020,72976718381785564,648518346503137403,[ 28187 129945   2605],[ 28197 129933   2604]
288,32989845,2022-11-17 14:28:59.843347+00:00,,t,29,72694487759315935,648518346501581144,72694487759320977,648518346509569667,[ 18619 106831   3158],[ 18623 106793   3159]
289,29789671,2022-11-17 14:28:59.843347+00:00,,t,27,72553612899147680,648518346501581144,72553612899167514,648518346476657526,[ 14411 102963   3310],[ 14427 102961   3312]
290,29789681,2022-11-17 14:28:59.843347+00:00,,t,44,72553612899143100,648518346501581144,72553612899157079,648518346494933426,[ 14451 103001   3308],[ 14477 103031   3308]
291,29789692,2022-11-17 14:28:59.843347+00:00,,t,41,72553612899143100,648518346501581144,72553612899145379,648518346514448583,[ 14457 102993   3307],[ 14499 102989   3307]
292,25456233,2022-11-17 14:28:59.843347+00:00,,t,47,72342712556403205,648518346501581144,72342712556392367,648518346480125925,[ 10145 110297   2707],[ 10171 110309   2709]
