,id,created,superceded_id,valid,score,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
539,7988606,2022-11-17 14:28:59.843347+00:00,,t,15,72553612966206616,648518346496066411,72553612966231417,648518346499893315,[ 15757 102763   3421],[ 15725 102771   3421]
540,7988622,2022-11-17 14:28:59.843347+00:00,,t,13,72553612966180541,648518346496066411,72553612966170227,648518346514007065,[ 16033 102949   3410],[ 16019 102975   3409]
553,7927749,2022-11-17 14:28:59.843347+00:00,,t,43,73469368511867548,648518346499902531,73469368511869752,648518346499960531,[ 41173 132449   2999],[ 41189 132423   3001]
554,7927776,2022-11-17 14:28:59.843347+00:00,,t,33,73469368512077214,648518346489805273,73469368512135663,648518346488045079,[ 41215 132361   3077],[ 41239 132343   3078]
555,7927899,2022-11-17 14:28:59.843347+00:00,,t,47,73469368511952970,648518346473084516,73469368511963516,648518346518565462,[ 41403 132717   3035],[ 41437 132713   3036]
556,7927878,2022-11-17 14:28:59.843347+00:00,,t,23,73469368511991078,648518346499902531,73469368512008014,648518346488045079,[ 41415 132383   3053],[ 41409 132383   3056]
560,35383180,2022-11-17 14:28:59.843347+00:00,,t,19,73116699955933797,648518346489566297,73116699955933772,648518346490136273,[ 32347 108205   2614],[ 32359 108183   2616]
562,40554350,2022-11-17 14:28:59.843347+00:00,,t,14,72623706564088893,648518346531401754,72623706564088890,648518346499722309,[18339 95981  2918],[18361 95957  2918]
563,16550571,2022-11-17 14:28:59.843347+00:00,,t,30,72694006387457610,648518346531401754,72694006387460138,648518346499722309,[20045 92289  2522],[20039 92257  2521]
565,7988630,2022-11-17 14:28:59.843347+00:00,,t,29,72553612966201827,648518346496066411,72553612966211393,648518346514007065,[ 16113 102913   3418],[ 16139 102923   3420]
571,37582976,2022-11-17 14:28:59.843347+00:00,,t,13,72694006454600948,648518346531401754,72694006454608273,648518346499722309,[19679 93263  2661],[19723 93285  2664]
572,42182893,2022-11-17 14:28:59.843347+00:00,,t,18,73469368578973190,648518346473084516,73469368578958292,648518346475974370,[ 41241 131241   3137],[ 41205 131257   3137]
573,42182934,2022-11-17 14:28:59.843347+00:00,,t,17,73469368578973190,648518346473084516,73469368578983437,648518346518565462,[ 41265 131281   3142],[ 41253 131309   3142]
574,43662679,2022-11-17 14:28:59.843347+00:00,,t,17,73751256141089130,648518346473084516,73751256141110771,648518346492913070,[ 50095 144009   3703],[ 50073 143989   3705]
575,42183217,2022-11-17 14:28:59.843347+00:00,,t,23,73469368579017433,648518346473084516,73469368579024348,648518346488045079,[ 41797 131527   3162],[ 41759 131541   3163]
576,42183268,2022-11-17 14:28:59.843347+00:00,,t,39,73469368579061466,648518346473084516,73469368579089425,648518346488045079,[ 41897 131449   3176],[ 41871 131425   3175]
577,42183230,2022-11-17 14:28:59.843347+00:00,,t,28,73469368579017433,648518346473084516,73469368579031925,648518346518565462,[ 41821 131551   3163],[ 41791 131579   3163]
578,44259608,2022-11-17 14:28:59.843347+00:00,,t,20,73398931115336125,648518346473084516,73398931115346053,648518346475974370,[ 40133 130787   3153],[ 40113 130765   3152]
579,43739104,2022-11-17 14:28:59.843347+00:00,,t,21,73398931115327573,648518346473084516,73398931115303029,648518346502655814,[ 39873 129669   3132],[ 39889 129701   3133]
580,238949,2022-11-17 14:28:59.843347+00:00,,t,15,73680818610324861,648518346473084516,73680818610329434,648518346477811470,[ 48445 141911   3562],[ 48407 141913   3563]
582,43739042,2022-11-17 14:28:59.843347+00:00,,t,34,73398931115569523,648518346473084516,73398931115530147,648518346492913070,[ 39591 129735   3204],[ 39627 129727   3205]
583,2215617,2022-11-17 14:28:59.843347+00:00,,t,29,73187068834437969,648518346473084516,73187068834435508,648518346497858151,[ 32837 108495   2931],[ 32851 108533   2932]
584,44066966,2022-11-17 14:28:59.843347+00:00,,t,67,73539737390189625,648518346473084516,73539737390192388,648518346499960531,[ 43707 132483   3225],[ 43709 132517   3227]
585,3757933,2022-11-17 14:28:59.843347+00:00,,t,37,73328631090761890,648518346473084516,73328631090811656,648518346492913070,[ 37993 132689   3209],[ 37993 132723   3208]
586,2425503,2022-11-17 14:28:59.843347+00:00,,t,21,73539806109692546,648518346473084516,73539806109695395,648518346499960531,[ 43457 133803   3242],[ 43453 133841   3243]
587,2425611,2022-11-17 14:28:59.843347+00:00,,t,37,73539806109825840,648518346473084516,73539806109840736,648518346475974370,[ 43709 134105   3300],[ 43701 134069   3301]
588,1325048,2022-11-17 14:28:59.843347+00:00,,t,15,73469368444904629,648518346473084516,73469368444930667,648518346518565462,[ 42959 132699   2937],[ 42969 132741   2938]
589,7464210,2022-11-17 14:28:59.843347+00:00,,t,23,73539737323312155,648518346473084516,73539737323320519,648518346518565462,[ 43853 132419   3204],[ 43879 132401   3203]
590,5687422,2022-11-17 14:28:59.843347+00:00,,t,31,73116700022973889,648518346473084516,73116700022957000,648518346488978410,[ 31491 107561   2727],[ 31477 107591   2727]
591,11720877,2022-11-17 14:28:59.843347+00:00,,t,28,73328631157662735,648518346473084516,73328631157657538,648518346494998706,[ 38113 131719   3224],[ 38081 131715   3223]
592,11720882,2022-11-17 14:28:59.843347+00:00,,t,58,73328631157662606,648518346473084516,73328631157659978,648518346492913070,[ 38131 131679   3227],[ 38113 131653   3228]
593,11720876,2022-11-17 14:28:59.843347+00:00,,t,12,73328631157662735,648518346473084516,73328631157654852,648518346477811470,[ 38109 131731   3226],[ 38075 131745   3226]
594,11721126,2022-11-17 14:28:59.843347+00:00,,t,47,73328631157818781,648518346473084516,73328631157823595,648518346495993163,[ 38729 131263   3296],[ 38757 131241   3297]
595,14173042,2022-11-17 14:28:59.843347+00:00,,t,14,73399137340888259,648518346473084516,73399137340878229,648518346494998706,[ 40549 135445   3266],[ 40519 135441   3267]
596,14173061,2022-11-17 14:28:59.843347+00:00,,t,16,73399137340908821,648518346473084516,73399137340870735,648518346492913070,[ 40553 135477   3266],[ 40539 135485   3265]
597,5916724,2022-11-17 14:28:59.843347+00:00,,t,31,73328631157570315,648518346473084516,73328631157479236,648518346477811470,[ 37963 132727   3219],[ 37941 132753   3220]
598,7927795,2022-11-17 14:28:59.843347+00:00,,t,37,73469368511836956,648518346473084516,73469368511863071,648518346488045079,[ 41241 132791   2996],[ 41279 132761   2995]
599,7927833,2022-11-17 14:28:59.843347+00:00,,t,12,73469368511884109,648518346473084516,73469368511905207,648518346518565462,[ 41293 132745   3018],[ 41329 132741   3018]
600,7927796,2022-11-17 14:28:59.843347+00:00,,t,63,73469368511872477,648518346473084516,73469368511884144,648518346475974370,[ 41249 132815   3001],[ 41277 132839   3002]
601,7927811,2022-11-17 14:28:59.843347+00:00,,t,22,73469368511872477,648518346473084516,73469368511877255,648518346488045079,[ 41255 132803   3001],[ 41303 132807   3002]
602,7927828,2022-11-17 14:28:59.843347+00:00,,t,15,73469368511907516,648518346473084516,73469368511900530,648518346488045079,[ 41291 132715   3016],[ 41323 132701   3016]
603,9684811,2022-11-17 14:28:59.843347+00:00,,t,12,73398999901972855,648518346473084516,73398999901987794,648518346502655814,[ 39053 133001   3288],[ 39043 132965   3288]
604,9684824,2022-11-17 14:28:59.843347+00:00,,t,19,73398999901948068,648518346473084516,73398999902001338,648518346493225392,[ 39089 133095   3295],[ 39063 133099   3297]
605,9684834,2022-11-17 14:28:59.843347+00:00,,t,43,73398999901993274,648518346473084516,73398999902001338,648518346493225392,[ 39115 133023   3295],[ 39091 133011   3297]
606,11870232,2022-11-17 14:28:59.843347+00:00,,t,15,73046399998276566,648518346473084516,73046399998271591,648518346488978410,[ 29755 109613   2725],[ 29769 109645   2726]
607,11870262,2022-11-17 14:28:59.843347+00:00,,t,29,73046399998276566,648518346473084516,73046399998286678,648518346488978410,[ 29767 109595   2728],[ 29803 109621   2728]
608,15587399,2022-11-17 14:28:59.843347+00:00,,t,19,73610243640459431,648518346473084516,73610243640430021,648518346499960531,[ 45131 136821   3362],[ 45097 136821   3362]
609,15176142,2022-11-17 14:28:59.843347+00:00,,t,25,73398999834502961,648518346473084516,73398999834506753,648518346502655814,[ 40795 132237   3083],[ 40813 132263   3085]
610,17581770,2022-11-17 14:28:59.843347+00:00,,t,58,73046468583669214,648518346473084516,73046468583676422,648518346531374106,[ 29455 112225   2511],[ 29467 112255   2511]
611,17156103,2022-11-17 14:28:59.843347+00:00,,t,39,73399068621465642,648518346473084516,73399068621457636,648518346494998706,[ 39353 134477   3279],[ 39333 134447   3279]
612,18422043,2022-11-17 14:28:59.843347+00:00,,t,51,73398999902015840,648518346473084516,73398999902021515,648518346493225392,[ 40057 132899   3310],[ 40041 132943   3310]
614,19444139,2022-11-17 14:28:59.843347+00:00,,t,43,73187000114804921,648518346473084516,73187000114809710,648518346498554608,[ 33303 106147   2865],[ 33321 106125   2865]
617,22810252,2022-11-17 14:28:59.843347+00:00,,t,20,73751256141086766,648518346473084516,73751256141108169,648518346477811470,[ 50141 144003   3702],[ 50177 143981   3703]
618,26065133,2022-11-17 14:28:59.843347+00:00,,t,32,73116699956100064,648518346473084516,73116699956110908,648518346511235381,[ 31689 107335   2688],[ 31717 107313   2689]
619,22963624,2022-11-17 14:28:59.843347+00:00,,t,20,73469506085227321,648518346473084516,73469506085285510,648518346474234477,[ 42587 135521   3335],[ 42569 135497   3335]
620,22963648,2022-11-17 14:28:59.843347+00:00,,t,15,73469506085227321,648518346473084516,73469506085348550,648518346474234477,[ 42617 135531   3332],[ 42611 135497   3332]
621,30942916,2022-11-17 14:28:59.843347+00:00,,t,67,73399068621433968,648518346473084516,73399068621397391,648518346477811470,[ 39103 133259   3264],[ 39081 133283   3263]
622,30942998,2022-11-17 14:28:59.843347+00:00,,t,16,73399068621449394,648518346473084516,73399068621459646,648518346474234477,[ 39225 133381   3280],[ 39219 133423   3280]
623,30943039,2022-11-17 14:28:59.843347+00:00,,t,12,73399068621444324,648518346473084516,73399068621454468,648518346474234477,[ 39331 133377   3273],[ 39337 133409   3274]
624,32412509,2022-11-17 14:28:59.843347+00:00,,t,26,73187824882565546,648518346473084516,73187824882653247,648518346495993163,[ 32781 130411   3087],[ 32801 130443   3088]
625,19640587,2022-11-17 14:28:59.843347+00:00,,t,12,73116768809831726,648518346473084516,73116768809800135,648518346499385438,[ 32063 109215   2943],[ 32033 109211   2944]
626,30294895,2022-11-17 14:28:59.843347+00:00,,t,50,73469437365632340,648518346473084516,73469437365627150,648518346518565462,[ 42003 133387   3282],[ 42015 133357   3282]
628,34914153,2022-11-17 14:28:59.843347+00:00,,t,14,72975962668841645,648518346473084516,72975962668834391,648518346499893315,[ 27587 108231   3010],[ 27587 108229   3008]
629,26065118,2022-11-17 14:28:59.843347+00:00,,t,15,73116699956100064,648518346473084516,73116699956130379,648518346531374106,[ 31655 107315   2689],[ 31657 107275   2689]
630,36781237,2022-11-17 14:28:59.843347+00:00,,t,13,73539806109843568,648518346473084516,73539806109818864,648518346488045079,[ 43729 134421   3302],[ 43725 134463   3303]
633,39433429,2022-11-17 14:28:59.843347+00:00,,t,18,73469368444899672,648518346473084516,73539737189074037,648518346488045079,[ 42985 132685   2936],[ 43009 132705   2938]
634,37196896,2022-11-17 14:28:59.843347+00:00,,t,13,73187137553442506,648518346473084516,73187137553690078,648518346499385438,[ 33221 108663   2835],[ 33193 108643   2837]
641,2359444,2022-11-17 14:28:59.843347+00:00,,t,16,73258193627071568,648518346473084516,73258193627066730,648518346495993163,[ 36341 130903   3182],[ 36333 130925   3184]
642,36376653,2022-11-17 14:28:59.843347+00:00,,t,52,73328699810165751,648518346473084516,73328699810155522,648518346492913070,[ 37971 134085   3167],[ 37937 134097   3167]
646,14556507,2022-11-17 14:28:59.843347+00:00,,t,32,73046331345947457,648518346493159666,73046331345936638,648518346490136273,[ 29677 107829   2868],[ 29661 107861   2869]
647,2359465,2022-11-17 14:28:59.843347+00:00,,t,49,73258193627059378,648518346473084516,73258193627061884,648518346492913070,[ 36367 130899   3179],[ 36409 130889   3179]
649,24604970,2022-11-17 14:28:59.843347+00:00,,t,30,73258262346483535,648518346473084516,73258262346493083,648518346495993163,[ 36301 132171   3155],[ 36341 132169   3155]
652,24604936,2022-11-17 14:28:59.843347+00:00,,t,22,73258262346488389,648518346473084516,73258262346495356,648518346492913070,[ 36233 132143   3156],[ 36235 132113   3158]
653,28818587,2022-11-17 14:28:59.843347+00:00,,t,21,73328562371074153,648518346473084516,73328562371063887,648518346502655814,[ 37873 130313   3108],[ 37911 130317   3108]
657,28818583,2022-11-17 14:28:59.843347+00:00,,t,17,73328562371074153,648518346473084516,73328562371053251,648518346474234477,[ 37859 130287   3107],[ 37899 130275   3107]
659,9822147,2022-11-17 14:28:59.843347+00:00,,t,13,73328562371065987,648518346492527801,73328562371068578,648518346492913070,[ 36895 129529   3104],[ 36879 129565   3105]
661,28488900,2022-11-17 14:28:59.843347+00:00,,t,25,72342712221104794,648518346488893518,72342712221123872,648518346480666625,[ 10025 109853   2172],[ 10037 109825   2172]
662,19443995,2022-11-17 14:28:59.843347+00:00,,t,21,73187000114696378,648518346487038617,73187000114710498,648518346486545841,[ 32839 105867   2835],[ 32871 105895   2836]
663,19444012,2022-11-17 14:28:59.843347+00:00,,t,15,73187000114619232,648518346487038617,73187000114563407,648518346486545841,[ 32869 105857   2833],[ 32907 105857   2832]
665,11822962,2022-11-17 14:28:59.843347+00:00,,t,12,73116768675484530,648518346473084516,73116768675514608,648518346488054046,[ 32135 108577   2660],[ 32127 108581   2662]
668,17127885,2022-11-17 14:28:59.843347+00:00,,t,25,72975962601794309,648518346487038617,72975962601779085,648518346488054046,[ 27635 107681   2887],[ 27631 107713   2889]
669,29838090,2022-11-17 14:28:59.843347+00:00,,t,25,73046468583657065,648518346493159666,73046468583659442,648518346511235381,[ 29833 111559   2503],[ 29843 111595   2503]
670,2961817,2022-11-17 14:28:59.843347+00:00,,t,12,73187068834172629,648518346487038617,73187068833980906,648518346503767201,[ 34085 106885   2833],[ 34047 106875   2833]
671,5916798,2022-11-17 14:28:59.843347+00:00,,t,55,73328631157834085,648518346492527801,73328631157822079,648518346477811470,[ 38277 132807   3300],[ 38273 132777   3301]
672,43498973,2022-11-17 14:28:59.843347+00:00,,t,13,73539943615873154,648518346492527801,73539943615868729,648518346477811470,[ 43357 137621   3408],[ 43337 137651   3410]
674,22234790,2022-11-17 14:28:59.843347+00:00,,t,75,72694006588517136,648518346472653065,72694006588519709,648518346500641203,[18823 93863  2836],[18847 93847  2837]
675,26052850,2022-11-17 14:28:59.843347+00:00,,t,52,72342781276017406,648518346472653065,72342781276025184,648518346483783343,[ 10175 112073   2760],[ 10195 112055   2760]
676,14465860,2022-11-17 14:28:59.843347+00:00,,t,40,73399068688386727,648518346492527801,73399068688344565,648518346494998706,[ 40469 134665   3344],[ 40481 134643   3343]
678,36700072,2022-11-17 14:28:59.843347+00:00,,t,15,72413150020074659,648518346472653065,72413150020079355,648518346496335735,[ 10973 111623   2710],[ 10973 111635   2712]
679,34022629,2022-11-17 14:28:59.843347+00:00,,t,25,72342781208876070,648518346472653065,72342781208876047,648518346485450515,[  9877 112109   2621],[  9879 112069   2622]
680,38002382,2022-11-17 14:28:59.843347+00:00,,t,35,73469506152055702,648518346492527801,73469506152042643,648518346494998706,[ 41303 135265   3346],[ 41341 135249   3345]
681,32448822,2022-11-17 14:28:59.843347+00:00,,t,32,73469506152093407,648518346492527801,73469506152093417,648518346494998706,[ 42003 136193   3359],[ 42011 136235   3359]
682,3166272,2022-11-17 14:28:59.843347+00:00,,t,20,73046331211766415,648518346496982580,73046331211759164,648518346488054046,[ 30509 107865   2612],[ 30511 107831   2613]
685,25138984,2022-11-17 14:28:59.843347+00:00,,t,30,72623912856618774,648518346498429489,72623912856618826,648518346487912272,[ 16619 100917   3127],[ 16615 100923   3125]
687,12187902,2022-11-17 14:28:59.843347+00:00,,t,20,72694075308258767,648518346493960696,72694075308253403,648518346487912272,[19279 95229  2908],[19271 95193  2909]
690,19048082,2022-11-17 14:28:59.843347+00:00,,t,28,72975962534737320,648518346489674348,72975962534720088,648518346480125925,[ 27349 106695   2783],[ 27365 106661   2782]
691,27714100,2022-11-17 14:28:59.843347+00:00,,t,20,73469368646094377,648518346492140076,73469368646096720,648518346502655814,[ 42147 132379   3260],[ 42127 132409   3260]
692,24070124,2022-11-17 14:28:59.843347+00:00,,t,14,72623775350498091,648518346502916595,72623775350490190,648518346474593218,[17445 97919  2974],[17405 97907  2975]
693,34602050,2022-11-17 14:28:59.843347+00:00,,t,13,73257437511417899,648518346494810935,73257437511413271,648518346499385438,[ 35127 106795   2756],[ 35139 106771   2755]
696,35323805,2022-11-17 14:28:59.843347+00:00,,t,29,73187068767313084,648518346518740959,73187068767307902,648518346503767201,[ 34273 107073   2794],[ 34229 107061   2795]
697,35323810,2022-11-17 14:28:59.843347+00:00,,t,15,73187068767318042,648518346518740959,73187068767292585,648518346498554608,[ 34269 107063   2796],[ 34239 107035   2797]
698,14225031,2022-11-17 14:28:59.843347+00:00,,t,19,72483450112035012,648518346502916595,72483450112003498,648518346486653999,[ 12409 110463   2899],[ 12409 110427   2901]
701,22234933,2022-11-17 14:28:59.843347+00:00,,t,34,72694006588418698,648518346502916595,72694006588509468,648518346486653999,[19161 93931  2837],[19189 93911  2838]
702,22234947,2022-11-17 14:28:59.843347+00:00,,t,48,72694006588420870,648518346502916595,72694006588421415,648518346486653999,[19265 93885  2831],[19231 93891  2832]
703,9822168,2022-11-17 14:28:59.843347+00:00,,t,43,73328562371189528,648518346491956107,73328562371189589,648518346492913070,[ 36961 129937   3159],[ 36995 129945   3159]
704,35323930,2022-11-17 14:28:59.843347+00:00,,t,14,73187068767339581,648518346518740959,73187068767344182,648518346498554608,[ 34623 107181   2808],[ 34651 107177   2810]
706,44066731,2022-11-17 14:28:59.843347+00:00,,t,20,73539737390301180,648518346475270968,73539737390322958,648518346474234477,[ 43097 132197   3280],[ 43069 132193   3282]
708,2359593,2022-11-17 14:28:59.843347+00:00,,t,36,73258193627123014,648518346491956107,73258193627084283,648518346495993163,[ 36633 130313   3205],[ 36669 130319   3205]
709,5652050,2022-11-17 14:28:59.843347+00:00,,t,37,72905593790563981,648518346473080420,72905593790590801,648518346494932914,[ 26329 108301   2794],[ 26349 108279   2794]
710,5652075,2022-11-17 14:28:59.843347+00:00,,t,47,72905593790568988,648518346473080420,72905593790557144,648518346494932914,[ 26405 108337   2787],[ 26441 108323   2788]
711,29553838,2022-11-17 14:28:59.843347+00:00,,t,22,72976099973593254,648518346473080420,72976099973578966,648518346481857725,[ 26727 110965   2745],[ 26761 110967   2745]
714,29789810,2022-11-17 14:28:59.843347+00:00,,t,13,72553612899170225,648518346467364359,72553612899164658,648518346494933426,[ 14723 102963   3314],[ 14699 102935   3315]
715,19215071,2022-11-17 14:28:59.843347+00:00,,t,35,73328562438220460,648518346491956107,73328562438213488,648518346495993163,[ 37587 129729   3249],[ 37619 129749   3249]
716,20472800,2022-11-17 14:28:59.843347+00:00,,t,12,72764856436290722,648518346473080420,72764856436302649,648518346476657526,[ 22285 106841   3043],[ 22283 106881   3044]
719,32535833,2022-11-17 14:28:59.843347+00:00,,t,36,72483244155001358,648518346501581144,72483244154998840,648518346482976742,[ 14119 102827   3309],[ 14081 102841   3309]
722,28283285,2022-11-17 14:28:59.843347+00:00,,t,41,72834812729532411,648518346499860364,72764443985361188,648518346508752447,[22549 95467  2791],[22511 95461  2791]
723,35383138,2022-11-17 14:28:59.843347+00:00,,t,21,73116699956042197,648518346494169591,73116699956018905,648518346531374106,[ 32211 107761   2660],[ 32199 107719   2660]
724,35383153,2022-11-17 14:28:59.843347+00:00,,t,19,73116699956039797,648518346494169591,73116699956016386,648518346531374106,[ 32249 107773   2658],[ 32261 107747   2658]
726,17581737,2022-11-17 14:28:59.843347+00:00,,t,24,73046468583309762,648518346494169591,73046468583546584,648518346511235381,[ 29279 111701   2457],[ 29323 111729   2458]
727,5431637,2022-11-17 14:28:59.843347+00:00,,t,15,72694419106849155,648518346490873773,72694419106859559,648518346487705300,[ 20325 106163   3254],[ 20351 106187   3252]
729,2076103,2022-11-17 14:28:59.843347+00:00,,t,33,72553681618447082,648518346467364359,72553681618444483,648518346494933426,[ 14475 105087   3235],[ 14483 105057   3235]
730,24285360,2022-11-17 14:28:59.843347+00:00,,t,28,72342781209022032,648518346467364359,72342781209035744,648518346476657526,[  9605 110687   2686],[  9605 110645   2687]
731,24285426,2022-11-17 14:28:59.843347+00:00,,t,12,72342781209030110,648518346467364359,72342781209043638,648518346476657526,[  9647 110707   2685],[  9693 110695   2686]
733,20680482,2022-11-17 14:28:59.843347+00:00,,t,26,73680749890763559,648518346514241579,73680749890771092,648518346494998706,[ 47835 140781   3537],[ 47805 140811   3539]
734,3720483,2022-11-17 14:28:59.843347+00:00,,t,45,73398931048503452,648518346484222493,73398931048469332,648518346474234477,[ 40745 130873   3079],[ 40737 130905   3079]
737,24285468,2022-11-17 14:28:59.843347+00:00,,t,32,72342781208988283,648518346467364359,72342781208980590,648518346481856445,[  9729 110623   2666],[  9747 110599   2665]
738,27389672,2022-11-17 14:28:59.843347+00:00,,t,12,72553818923407878,648518346467364359,72553818923433852,648518346494933426,[ 15495 108647   3061],[ 15487 108687   3061]
739,2106054,2022-11-17 14:28:59.843347+00:00,,t,16,73046331278524245,648518346489566297,73046331278525635,648518346488054046,[ 30111 107093   2701],[ 30097 107105   2700]
740,11591892,2022-11-17 14:28:59.843347+00:00,,t,17,72413081367822733,648518346467364359,72413081367824992,648518346476657526,[ 11027 110433   2885],[ 11067 110419   2885]
742,16135884,2022-11-17 14:28:59.843347+00:00,,t,37,73469437432595441,648518346489805273,73469437432588417,648518346474234477,[ 41629 134895   3355],[ 41653 134869   3356]
746,22963688,2022-11-17 14:28:59.843347+00:00,,t,29,73469506085198599,648518346494810935,73469506085180416,648518346474234477,[ 42657 135463   3318],[ 42691 135453   3318]
747,22810251,2022-11-17 14:28:59.843347+00:00,,t,37,73751256141096839,648518346473084516,73751256141108168,648518346474234477,[ 50137 144025   3703],[ 50177 144027   3703]
753,30158182,2022-11-17 14:28:59.843347+00:00,,t,48,72835156460743881,648518346467364359,72835156460842646,648518346476657526,[ 24097 105815   2962],[ 24087 105793   2963]
754,30158168,2022-11-17 14:28:59.843347+00:00,,t,30,72835156460749404,648518346467364359,72835156460830334,648518346481857725,[ 24051 105933   2959],[ 24027 105951   2960]
756,44288153,2022-11-17 14:28:59.843347+00:00,,t,33,72342781141699630,648518346467364359,72342781141691985,648518346481856445,[  9543 110841   2474],[  9525 110837   2473]
757,41156314,2022-11-17 14:28:59.843347+00:00,,t,14,72413081367839152,648518346498002535,72413081367873704,648518346501288024,[ 11817 110283   2896],[ 11833 110255   2898]
760,20821678,2022-11-17 14:28:59.843347+00:00,,t,24,73469574871646890,648518346514241579,73469574871624496,648518346474234477,[ 42963 138261   3394],[ 42951 138243   3393]
761,20821690,2022-11-17 14:28:59.843347+00:00,,t,15,73469574871558116,648518346514241579,73469574871580077,648518346474234477,[ 42957 138533   3373],[ 42961 138575   3373]
765,42127615,2022-11-17 14:28:59.843347+00:00,,t,21,72342781074905111,648518346501581144,72342781074771594,648518346481857725,[  9231 110775   2426],[  9259 110791   2426]
766,42731079,2022-11-17 14:28:59.843347+00:00,,t,30,72342712422353449,648518346501581144,72342712422327485,648518346480666625,[  8941 109923   2516],[  8979 109919   2517]
768,32535856,2022-11-17 14:28:59.843347+00:00,,t,56,72483244155008791,648518346501581144,72483244155032741,648518346494933426,[ 14159 102769   3313],[ 14119 102771   3314]
769,2187688,2022-11-17 14:28:59.843347+00:00,,t,21,72342712489359719,648518346501581144,72342712489382683,648518346494933426,[  9555 109533   2604],[  9525 109535   2605]
770,42731096,2022-11-17 14:28:59.843347+00:00,,t,28,72342712422353557,648518346501581144,72342712422363157,648518346480666625,[  8957 110049   2523],[  8995 110029   2524]
771,42731208,2022-11-17 14:28:59.843347+00:00,,t,83,72342712422432938,648518346501581144,72342712422402248,648518346486753761,[  9137 110263   2540],[  9105 110285   2541]
772,42731219,2022-11-17 14:28:59.843347+00:00,,t,21,72342712422432938,648518346501581144,72342712422432967,648518346501288024,[  9139 110225   2544],[  9111 110243   2545]
773,5652040,2022-11-17 14:28:59.843347+00:00,,t,20,72905593790477372,648518346501581144,72905593790482369,648518346481857725,[ 26297 108025   2759],[ 26309 107997   2760]
774,10206330,2022-11-17 14:28:59.843347+00:00,,t,29,72553681551534757,648518346501581144,72553681551572388,648518346494933170,[ 14565 104813   3204],[ 14565 104853   3205]
775,2581397,2022-11-17 14:28:59.843347+00:00,,t,33,72483450179100803,648518346501581144,72483450179091592,648518346501288024,[ 13731 109251   3023],[ 13761 109251   3023]
776,13626808,2022-11-17 14:28:59.843347+00:00,,t,37,72553750270704550,648518346501581144,72553750270577600,648518346486753761,[ 14427 106533   3083],[ 14463 106541   3083]
777,11610869,2022-11-17 14:28:59.843347+00:00,,t,27,72694419039682708,648518346501581144,72694419039695360,648518346501288024,[ 19501 106179   3101],[ 19509 106217   3102]
778,11610874,2022-11-17 14:28:59.843347+00:00,,t,20,72694419039615928,648518346501581144,72694419039677390,648518346501288024,[ 19559 106213   3093],[ 19547 106261   3094]
779,19813247,2022-11-17 14:28:59.843347+00:00,,t,33,72905731229443179,648518346501581144,72905731229433744,648518346481857725,[ 26419 111237   2765],[ 26431 111211   2765]
780,19813250,2022-11-17 14:28:59.843347+00:00,,t,17,72905731229428728,648518346501581144,72905731229453564,648518346507233352,[ 26417 111129   2765],[ 26435 111153   2766]
781,23008899,2022-11-17 14:28:59.843347+00:00,,t,14,72624050362444654,648518346501581144,72624050362447153,648518346494933170,[ 16997 105465   3210],[ 17037 105465   3210]
782,22973869,2022-11-17 14:28:59.843347+00:00,,t,24,72413081300669223,648518346501581144,72413081300680386,648518346494071307,[ 11069 110423   2739],[ 11073 110463   2739]
783,23385566,2022-11-17 14:28:59.843347+00:00,,t,25,72694419039835254,648518346501581144,72694419039812591,648518346501288024,[ 19361 106297   3155],[ 19393 106315   3154]
784,30158192,2022-11-17 14:28:59.843347+00:00,,t,17,72835156460927096,648518346501581144,72835156460922277,648518346496729980,[ 24079 105855   3004],[ 24113 105873   3005]
785,30158197,2022-11-17 14:28:59.843347+00:00,,t,18,72835156460855011,648518346501581144,72835156460857644,648518346476657526,[ 24139 105981   2970],[ 24131 105939   2970]
786,30158183,2022-11-17 14:28:59.843347+00:00,,t,30,72835156460865972,648518346501581144,72835156460860367,648518346501288024,[ 24051 105905   2974],[ 24087 105897   2974]
787,30158189,2022-11-17 14:28:59.843347+00:00,,t,26,72835156460878234,648518346501581144,72835156460885555,648518346501288024,[ 24101 105933   2980],[ 24107 105907   2980]
788,30158191,2022-11-17 14:28:59.843347+00:00,,t,35,72835156460917312,648518346501581144,72835156460910490,648518346501288024,[ 24093 105837   3000],[ 24115 105813   3001]
789,30158198,2022-11-17 14:28:59.843347+00:00,,t,30,72835156460868832,648518346501581144,72835156460891747,648518346494071307,[ 24099 105829   2984],[ 24133 105815   2984]
790,30158208,2022-11-17 14:28:59.843347+00:00,,t,22,72835156460874855,648518346501581144,72835156460868846,648518346494071307,[ 24159 105933   2981],[ 24157 105905   2980]
791,30158019,2022-11-17 14:28:59.843347+00:00,,t,16,72835156460922369,648518346501581144,72835156460908306,648518346494071307,[ 23611 106069   2994],[ 23599 106037   2997]
792,32535819,2022-11-17 14:28:59.843347+00:00,,t,19,72483244155008839,648518346501581144,72483244155008852,648518346476657526,[ 14019 102863   3315],[ 14057 102857   3313]
793,36721394,2022-11-17 14:28:59.843347+00:00,,t,30,72905731162617787,648518346501581144,72905731162483422,648518346481857725,[ 25527 111897   2684],[ 25569 111907   2685]
