,id,created,superceded_id,valid,score,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
0,12347226,2022-11-17 14:28:59.843347+00:00,,t,23,72553681551362367,648518346508752447,72553681551364124,648518346496052070,[ 15711 104803   3127],[ 15725 104811   3129]
1,42127679,2022-11-17 14:28:59.843347+00:00,,t,26,72342781074751920,648518346480125925,72342781074771140,648518346489566297,[  9325 110663   2408],[  9323 110625   2409]
4,42127599,2022-11-17 14:28:59.843347+00:00,,t,23,72342781074735265,648518346480125925,72342781074737829,648518346502617767,[  9275 110693   2403],[  9251 110663   2404]
16,42127880,2022-11-17 14:28:59.843347+00:00,,t,19,72342781074677182,648518346480666625,72342781074669821,648518346489566297,[  9535 110905   2377],[  9537 110885   2376]
18,42127884,2022-11-17 14:28:59.843347+00:00,,t,18,72342781074853464,648518346480125925,72342781074866617,648518346465266805,[  9509 110697   2438],[  9543 110695   2439]
22,20833134,2022-11-17 14:28:59.843347+00:00,,t,70,72553337752847740,648518346488815453,72553337752837171,648518346482998502,[16371 94475  2800],[16373 94441  2800]
23,36270254,2022-11-17 14:28:59.843347+00:00,,t,26,73187137486842154,648518346498554608,73187137486851812,648518346487757122,[ 32921 109001   2809],[ 32911 109035   2810]
24,37545375,2022-11-17 14:28:59.843347+00:00,,t,34,72976031388434762,648518346494038560,72976031388444226,648518346487757122,[ 28541 109217   3064],[ 28563 109245   3064]
25,36270257,2022-11-17 14:28:59.843347+00:00,,t,19,73187137486900146,648518346498554608,73187137486900201,648518346487757122,[ 32949 109309   2818],[ 32913 109305   2818]
27,32679291,2022-11-17 14:28:59.843347+00:00,,t,35,73046331413035267,648518346498554608,73046331413025608,648518346487757122,[ 30325 106777   2992],[ 30297 106753   2992]
28,32679298,2022-11-17 14:28:59.843347+00:00,,t,21,73046331412981631,648518346499385438,73046331412995907,648518346487757122,[ 30311 106647   2979],[ 30299 106693   2981]
29,37545341,2022-11-17 14:28:59.843347+00:00,,t,57,72976031388495382,648518346494038560,72976031388450773,648518346487757122,[ 28467 108769   3067],[ 28507 108769   3067]
31,42168006,2022-11-17 14:28:59.843347+00:00,,t,19,72624050295556513,648518346474593218,72624050295561555,648518346472722185,[ 17945 105819   3119],[ 17931 105789   3119]
32,37545420,2022-11-17 14:28:59.843347+00:00,,t,34,72976031388415550,648518346499385438,72976031388426883,648518346487757122,[ 28609 108617   3054],[ 28629 108585   3055]
37,42168049,2022-11-17 14:28:59.843347+00:00,,t,28,72624050295713070,648518346496729980,72624050295705442,648518346494220283,[ 17955 105819   3179],[ 17971 105835   3181]
41,42168082,2022-11-17 14:28:59.843347+00:00,,t,30,72624050295687434,648518346486753761,72624050295697480,648518346482964966,[ 18021 105637   3172],[ 17997 105607   3173]
46,42168099,2022-11-17 14:28:59.843347+00:00,,t,22,72624050295611105,648518346500641203,72624050295587635,648518346500132614,[ 18015 105557   3134],[ 18021 105589   3134]
48,42168039,2022-11-17 14:28:59.843347+00:00,,t,34,72624050295683070,648518346494264434,72624050295718410,648518346498238290,[ 17953 106377   3177],[ 17961 106407   3178]
49,42167865,2022-11-17 14:28:59.843347+00:00,,t,27,72624050295712757,648518346477034696,72624050295727664,648518346499996812,[ 17697 105461   3177],[ 17713 105495   3179]
71,42167637,2022-11-17 14:28:59.843347+00:00,,t,23,72624050295765273,648518346494264434,72624050295775028,648518346494996387,[ 17441 106353   3198],[ 17437 106351   3201]
72,42167705,2022-11-17 14:28:59.843347+00:00,,t,16,72624050295751339,648518346494264434,72624050295754112,648518346494996387,[ 17495 106411   3194],[ 17531 106417   3195]
76,42167661,2022-11-17 14:28:59.843347+00:00,,t,13,72624050295761717,648518346517348645,72624050295765161,648518346475413089,[ 17475 106213   3197],[ 17465 106245   3198]
79,42167704,2022-11-17 14:28:59.843347+00:00,,t,29,72624050295763838,648518346481856445,72624050295742510,648518346499996812,[ 17561 105507   3195],[ 17531 105491   3195]
80,42167645,2022-11-17 14:28:59.843347+00:00,,t,26,72624050295765273,648518346494264434,72624050295774934,648518346498002535,[ 17443 106355   3197],[ 17451 106341   3200]
87,42167655,2022-11-17 14:28:59.843347+00:00,,t,24,72624050295504549,648518346484687181,72624050295497112,648518346472722185,[ 17443 105661   3094],[ 17463 105635   3094]
88,42167717,2022-11-17 14:28:59.843347+00:00,,t,24,72624050295549191,648518346484687181,72624050295532265,648518346491041827,[ 17527 105767   3109],[ 17547 105755   3109]
89,42167624,2022-11-17 14:28:59.843347+00:00,,t,23,72624050295507238,648518346484687181,72624050295493995,648518346500132614,[ 17413 105677   3094],[ 17419 105657   3093]
90,42168018,2022-11-17 14:28:59.843347+00:00,,t,43,72624050295677126,648518346486753761,72624050295682582,648518346482964966,[ 17965 105595   3166],[ 17943 105569   3167]
92,42167732,2022-11-17 14:28:59.843347+00:00,,t,30,72624050295549191,648518346484687181,72624050295534618,648518346531401754,[ 17553 105767   3111],[ 17557 105789   3110]
99,42168027,2022-11-17 14:28:59.843347+00:00,,t,22,72624050295713061,648518346496729980,72624050295715482,648518346494220283,[ 17931 105763   3180],[ 17955 105743   3181]
112,42167755,2022-11-17 14:28:59.843347+00:00,,t,38,72624050295549191,648518346484687181,72624050295539267,648518346491793832,[ 17567 105757   3111],[ 17589 105747   3111]
114,42168040,2022-11-17 14:28:59.843347+00:00,,t,23,72624050295522170,648518346499722309,72624050295509567,648518346491041827,[ 17947 105639   3100],[ 17963 105667   3099]
116,42167789,2022-11-17 14:28:59.843347+00:00,,t,34,72624050295747754,648518346501288024,72624050295745129,648518346517457476,[ 17599 105599   3198],[ 17625 105605   3199]
118,42167793,2022-11-17 14:28:59.843347+00:00,,t,29,72624050295740160,648518346501288024,72624050295747764,648518346503022971,[ 17615 105613   3196],[ 17627 105647   3197]
121,42167794,2022-11-17 14:28:59.843347+00:00,,t,33,72624050295730292,648518346496729980,72624050295720390,648518346517457476,[ 17647 105677   3181],[ 17629 105647   3181]
132,42167849,2022-11-17 14:28:59.843347+00:00,,t,22,72624050295727758,648518346496729980,72624050295710285,648518346494220283,[ 17689 105683   3180],[ 17695 105675   3179]
140,42167840,2022-11-17 14:28:59.843347+00:00,,t,67,72624050295740118,648518346501288024,72624050295732664,648518346503022971,[ 17695 105583   3188],[ 17703 105555   3189]
145,42167756,2022-11-17 14:28:59.843347+00:00,,t,43,72624050295740160,648518346501288024,72624050295760978,648518346494588181,[ 17577 105587   3199],[ 17597 105581   3200]
146,42167830,2022-11-17 14:28:59.843347+00:00,,t,19,72624050295747754,648518346501288024,72624050295747729,648518346494588181,[ 17671 105589   3190],[ 17669 105559   3191]
149,42167807,2022-11-17 14:28:59.843347+00:00,,t,34,72624050295745534,648518346517348645,72624050295761705,648518346491839249,[ 17637 106155   3193],[ 17643 106155   3196]
151,42167867,2022-11-17 14:28:59.843347+00:00,,t,24,72624050295740118,648518346501288024,72624050295717817,648518346494033294,[ 17705 105587   3186],[ 17713 105561   3185]
152,42167766,2022-11-17 14:28:59.843347+00:00,,t,26,72624050295618711,648518346474593218,72624050295608862,648518346500132614,[ 17611 106031   3137],[ 17605 106057   3136]
157,42167786,2022-11-17 14:28:59.843347+00:00,,t,22,72624050295579975,648518346489569900,72624050295541580,648518346472722185,[ 17593 105761   3113],[ 17623 105769   3113]
163,42168127,2022-11-17 14:28:59.843347+00:00,,t,30,72624050295732654,648518346501288024,72624050295742535,648518346482964966,[ 18089 105521   3188],[ 18067 105503   3189]
178,42167901,2022-11-17 14:28:59.843347+00:00,,t,13,72624050295740118,648518346501288024,72624050295742549,648518346482964966,[ 17717 105579   3189],[ 17751 105569   3191]
190,42168182,2022-11-17 14:28:59.843347+00:00,,t,30,72624050295732654,648518346501288024,72624050295717778,648518346486538116,[ 18159 105525   3183],[ 18155 105513   3182]
213,42168222,2022-11-17 14:28:59.843347+00:00,,t,35,72624050295712934,648518346501288024,72624050295702626,648518346503022971,[ 18255 105607   3177],[ 18231 105611   3177]
222,42167924,2022-11-17 14:28:59.843347+00:00,,t,44,72624050295692493,648518346486753761,72624050295710249,648518346494588181,[ 17785 105673   3171],[ 17803 105651   3172]
225,42168163,2022-11-17 14:28:59.843347+00:00,,t,22,72624050295522177,648518346484687181,72624050295514503,648518346491041827,[ 18131 105625   3104],[ 18123 105647   3104]
231,42168200,2022-11-17 14:28:59.843347+00:00,,t,27,72624050295727658,648518346501288024,72624050295732601,648518346494588181,[ 18171 105495   3184],[ 18189 105473   3184]
232,42168203,2022-11-17 14:28:59.843347+00:00,,t,26,72624050295715413,648518346501288024,72624050295717824,648518346494588181,[ 18223 105617   3179],[ 18191 105609   3179]
233,42168152,2022-11-17 14:28:59.843347+00:00,,t,17,72624050295611055,648518346500641203,72624050295600327,648518346500132614,[ 18069 105533   3134],[ 18099 105549   3134]
234,42168161,2022-11-17 14:28:59.843347+00:00,,t,31,72624050295522177,648518346484687181,72624050295534522,648518346500132614,[ 18129 105625   3105],[ 18115 105645   3106]
236,42167995,2022-11-17 14:28:59.843347+00:00,,t,34,72624050295677126,648518346486753761,72624050295722838,648518346496359485,[ 17957 105605   3165],[ 17919 105595   3166]
237,42168164,2022-11-17 14:28:59.843347+00:00,,t,25,72624050295613580,648518346497833063,72624050295611122,648518346472722185,[ 18145 105655   3137],[ 18121 105633   3137]
240,42167887,2022-11-17 14:28:59.843347+00:00,,t,13,72624050295677026,648518346477034696,72624050295661280,648518346496359485,[ 17709 105533   3159],[ 17735 105523   3161]
246,42168240,2022-11-17 14:28:59.843347+00:00,,t,22,72624050295656609,648518346494071307,72624050295649568,648518346482964966,[ 18237 105859   3155],[ 18267 105875   3155]
247,42167877,2022-11-17 14:28:59.843347+00:00,,t,16,72624050295536896,648518346499722309,72624050295529638,648518346491041827,[ 17751 105689   3106],[ 17725 105705   3106]
250,42168247,2022-11-17 14:28:59.843347+00:00,,t,27,72624050295687505,648518346501288024,72624050295690168,648518346517457476,[ 18287 105799   3169],[ 18275 105763   3169]
252,42168251,2022-11-17 14:28:59.843347+00:00,,t,48,72624050295712934,648518346501288024,72624050295705282,648518346517457476,[ 18253 105639   3178],[ 18279 105637   3177]
260,42168280,2022-11-17 14:28:59.843347+00:00,,t,32,72624050295654823,648518346486753761,72624050295675058,648518346486538116,[ 18329 106429   3160],[ 18327 106417   3162]
263,42168273,2022-11-17 14:28:59.843347+00:00,,t,17,72624050295661486,648518346501288024,72624050295666538,648518346482964966,[ 18349 105877   3163],[ 18313 105887   3163]
265,42168275,2022-11-17 14:28:59.843347+00:00,,t,35,72624050295661486,648518346501288024,72624050295679901,648518346517457476,[ 18333 105825   3165],[ 18319 105795   3165]
271,42168289,2022-11-17 14:28:59.843347+00:00,,t,21,72624050295677301,648518346501288024,72624050295666524,648518346517457476,[ 18367 105875   3161],[ 18341 105877   3161]
275,42183027,2022-11-17 14:28:59.843347+00:00,,t,25,73469368579104049,648518346475974370,73469368579232228,648518346486547121,[ 41389 131539   3208],[ 41375 131537   3207]
278,42183029,2022-11-17 14:28:59.843347+00:00,,t,36,73469368645886755,648518346475974370,73469368579267156,648518346459644932,[ 41397 131549   3210],[ 41381 131573   3208]
279,42183034,2022-11-17 14:28:59.843347+00:00,,t,15,73469368579010627,648518346475974370,73469368579026705,648518346473084516,[ 41373 131247   3168],[ 41383 131267   3166]
286,42183195,2022-11-17 14:28:59.843347+00:00,,t,22,73469368579080006,648518346488045079,73469368579070506,648518346489007453,[ 41701 131475   3183],[ 41681 131469   3182]
287,42183050,2022-11-17 14:28:59.843347+00:00,,t,48,73469368578940792,648518346475974370,73469368578943635,648518346489007453,[ 41389 131085   3127],[ 41407 131119   3128]
290,42183046,2022-11-17 14:28:59.843347+00:00,,t,30,73469368578930875,648518346475974370,73469368578947896,648518346499724869,[ 41379 131073   3129],[ 41399 131079   3130]
291,42183047,2022-11-17 14:28:59.843347+00:00,,t,43,73469368578915126,648518346475974370,73469368578931430,648518346487908887,[ 41385 131093   3125],[ 41399 131129   3125]
292,42183051,2022-11-17 14:28:59.843347+00:00,,t,28,73469368579041402,648518346475974370,73469368579034023,648518346499724869,[ 41379 131233   3168],[ 41407 131233   3167]
293,42183053,2022-11-17 14:28:59.843347+00:00,,t,52,73469368578915126,648518346475974370,73469368578917742,648518346459644932,[ 41393 131089   3121],[ 41409 131123   3121]
296,42183193,2022-11-17 14:28:59.843347+00:00,,t,31,73469368579084676,648518346488045079,73469368579080083,648518346459644932,[ 41693 131501   3184],[ 41671 131519   3184]
298,42183067,2022-11-17 14:28:59.843347+00:00,,t,12,73469368578892556,648518346475974370,73469368578909924,648518346480614401,[ 41399 131079   3117],[ 41427 131093   3117]
299,42183081,2022-11-17 14:28:59.843347+00:00,,t,27,73469299859433359,648518346475974370,73469368578933389,648518346499724869,[ 41427 131067   3124],[ 41447 131095   3124]
300,42183216,2022-11-17 14:28:59.843347+00:00,,t,48,73469368579034091,648518346488045079,73469368579046178,648518346489007453,[ 41793 131359   3166],[ 41759 131341   3168]
302,42183071,2022-11-17 14:28:59.843347+00:00,,t,68,73469368578892556,648518346475974370,73469368578921742,648518346517652772,[ 41411 131075   3120],[ 41437 131095   3120]
304,42183117,2022-11-17 14:28:59.843347+00:00,,t,26,73469368578846762,648518346493225392,73469368578818474,648518346465071989,[ 41519 131673   3089],[ 41547 131647   3089]
306,42183120,2022-11-17 14:28:59.843347+00:00,,t,23,73469368579128646,648518346475974370,73469368579137734,648518346459644932,[ 41517 131647   3205],[ 41549 131629   3205]
308,42183125,2022-11-17 14:28:59.843347+00:00,,t,21,73469368578874081,648518346475974370,73469368578874048,648518346485910654,[ 41551 131927   3099],[ 41553 131893   3100]
309,42183206,2022-11-17 14:28:59.843347+00:00,,t,35,73469368579084676,648518346488045079,73469368579063713,648518346514235435,[ 41711 131501   3183],[ 41711 131511   3182]
314,42182953,2022-11-17 14:28:59.843347+00:00,,t,15,73469368578879245,648518346475974370,73469368578869093,648518346480614401,[ 41301 132065   3097],[ 41275 132039   3097]
320,42182977,2022-11-17 14:28:59.843347+00:00,,t,16,73469368578876599,648518346493225392,73469368578861263,648518346499724869,[ 41311 131845   3103],[ 41313 131885   3103]
325,42182945,2022-11-17 14:28:59.843347+00:00,,t,35,73469368579082235,648518346488045079,73469368579163208,648518346498434097,[ 41263 131475   3203],[ 41269 131445   3204]
326,42182947,2022-11-17 14:28:59.843347+00:00,,t,21,73469368579065961,648518346488045079,73469368579019685,648518346498434097,[ 41235 131479   3165],[ 41269 131493   3165]
329,42182925,2022-11-17 14:28:59.843347+00:00,,t,15,73469368578903258,648518346493225392,73469368578876558,648518346486547121,[ 41273 131827   3103],[ 41243 131835   3102]
331,42182758,2022-11-17 14:28:59.843347+00:00,,t,73,73469368578915839,648518346488045079,73469368578929561,648518346465071989,[ 40981 131861   3118],[ 40971 131895   3119]
333,42182782,2022-11-17 14:28:59.843347+00:00,,t,37,73469368578915839,648518346488045079,73469368578924929,648518346489805273,[ 41001 131869   3118],[ 41015 131897   3119]
334,42182854,2022-11-17 14:28:59.843347+00:00,,t,82,73469368579075375,648518346488045079,73469368579080193,648518346498434097,[ 41151 131675   3187],[ 41165 131701   3189]
335,2581362,2022-11-17 14:28:59.843347+00:00,,t,37,72483450179179541,648518346490237960,72483450179189481,648518346509763459,[ 13675 108749   3074],[ 13679 108779   3074]
338,42182861,2022-11-17 14:28:59.843347+00:00,,t,29,73469368579075375,648518346488045079,73469368579089625,648518346487908887,[ 41149 131681   3184],[ 41171 131707   3184]
340,32108530,2022-11-17 14:28:59.843347+00:00,,t,25,72623981710110546,648518346511819888,72623981710246328,648518346493825393,[ 17513 103915   3343],[ 17539 103897   3343]
342,42182885,2022-11-17 14:28:59.843347+00:00,,t,31,73469368579063809,648518346488045079,73469368579039212,648518346487908887,[ 41181 131635   3173],[ 41201 131643   3172]
343,42182915,2022-11-17 14:28:59.843347+00:00,,t,37,73469368579066051,648518346488045079,73469368579068309,648518346489805273,[ 41193 131635   3174],[ 41235 131631   3174]
346,42182890,2022-11-17 14:28:59.843347+00:00,,t,35,73469368578981055,648518346518565462,73469368578948697,648518346498434097,[ 41235 131533   3140],[ 41205 131547   3139]
347,32108531,2022-11-17 14:28:59.843347+00:00,,t,33,72623981710246442,648518346511819888,72623981710125470,648518346506702370,[ 17523 104079   3345],[ 17545 104111   3346]
348,42182894,2022-11-17 14:28:59.843347+00:00,,t,30,73469368579129427,648518346499960531,73469368579151096,648518346487908887,[ 41233 131869   3206],[ 41207 131877   3205]
349,42182895,2022-11-17 14:28:59.843347+00:00,,t,17,73469368579129427,648518346499960531,73469368579107889,648518346498434097,[ 41231 131871   3208],[ 41205 131897   3208]
350,42182871,2022-11-17 14:28:59.843347+00:00,,t,35,73469368578981055,648518346518565462,73469368578963441,648518346517652772,[ 41213 131507   3139],[ 41191 131515   3138]
352,42182916,2022-11-17 14:28:59.843347+00:00,,t,34,73469368579089670,648518346499960531,73469368579089625,648518346487908887,[ 41263 131767   3187],[ 41237 131775   3187]
353,42182921,2022-11-17 14:28:59.843347+00:00,,t,41,73469368578965961,648518346518565462,73469368578953717,648518346473084516,[ 41247 131541   3139],[ 41241 131545   3138]
354,42182926,2022-11-17 14:28:59.843347+00:00,,t,53,73469368579075444,648518346499960531,73469368579073100,648518346486547121,[ 41279 131849   3184],[ 41245 131857   3184]
355,42182927,2022-11-17 14:28:59.843347+00:00,,t,23,73469368578978683,648518346518565462,73469368578961076,648518346465071989,[ 41259 131561   3139],[ 41247 131591   3138]
357,39600062,2022-11-17 14:28:59.843347+00:00,,t,22,72835225180397003,648518346481857725,72835225180391073,648518346480843521,[ 23975 106817   2974],[ 24013 106813   2974]
358,42182935,2022-11-17 14:28:59.843347+00:00,,t,17,73469368579089670,648518346499960531,73469368579075435,648518346486547121,[ 41277 131785   3185],[ 41251 131793   3185]
361,42182866,2022-11-17 14:28:59.843347+00:00,,t,52,73469368579129427,648518346499960531,73469368579082472,648518346489007453,[ 41225 131857   3208],[ 41185 131861   3208]
362,42182929,2022-11-17 14:28:59.843347+00:00,,t,27,73469368579089670,648518346499960531,73469368579075443,648518346489007453,[ 41285 131813   3189],[ 41249 131819   3190]
364,39641590,2022-11-17 14:28:59.843347+00:00,,t,12,72483312807237763,648518346480125925,72483312807214044,648518346492416127,[ 14181 105733   3161],[ 14213 105737   3160]
374,42127716,2022-11-17 14:28:59.843347+00:00,,t,14,72342781074705228,648518346480125925,72342781074700764,648518346480843521,[  9365 110789   2386],[  9365 110757   2385]
375,42127574,2022-11-17 14:28:59.843347+00:00,,t,21,72342781074723555,648518346480125925,72342781074735329,648518346507233352,[  9267 110723   2399],[  9231 110723   2400]
376,42127773,2022-11-17 14:28:59.843347+00:00,,t,30,72342781074756792,648518346480125925,72342781074754379,648518346490738941,[  9415 110761   2410],[  9439 110751   2410]
379,42127847,2022-11-17 14:28:59.843347+00:00,,t,19,72342781074730536,648518346480125925,72342781074744933,648518346465266805,[  9473 110869   2405],[  9503 110865   2405]
390,42731133,2022-11-17 14:28:59.843347+00:00,,t,42,72342712422422518,648518346480125925,72342712422441082,648518346494034720,[  9037 109709   2552],[  9039 109723   2554]
392,42731094,2022-11-17 14:28:59.843347+00:00,,t,33,72342712422351109,648518346480125925,72342712422327393,648518346490738941,[  9031 109773   2510],[  8997 109769   2510]
398,42127722,2022-11-17 14:28:59.843347+00:00,,t,25,72342781074744848,648518346480125925,72342781074759177,648518346502617767,[  9381 110739   2410],[  9379 110735   2413]
401,42730881,2022-11-17 14:28:59.843347+00:00,,t,48,72342712422450586,648518346480125925,72342712422570712,648518346479956886,[  8765 109973   2558],[  8789 109947   2559]
402,42730908,2022-11-17 14:28:59.843347+00:00,,t,26,72342712422438248,648518346480125925,72342712422435466,648518346479956886,[  8775 109955   2555],[  8803 109947   2556]
415,22896318,2022-11-17 14:28:59.843347+00:00,,t,34,72905731229367750,648518346480125925,72905731229351478,648518346493196828,[ 25137 111749   2729],[ 25109 111755   2731]
416,25456018,2022-11-17 14:28:59.843347+00:00,,t,43,72342712556488325,648518346480125925,72342712556493351,648518346494034720,[  9877 110293   2745],[  9895 110327   2745]
417,25456055,2022-11-17 14:28:59.843347+00:00,,t,35,72342712556495951,648518346480125925,72342712556488303,648518346494034720,[  9931 110271   2738],[  9951 110293   2739]
418,2277990,2022-11-17 14:28:59.843347+00:00,,t,26,72905593790597487,648518346480125925,72905593790612046,648518346492416127,[ 26015 107399   2805],[ 25987 107423   2805]
419,42731249,2022-11-17 14:28:59.843347+00:00,,t,33,72342712422427431,648518346480125925,72342712422438040,648518346494034720,[  9107 109643   2551],[  9141 109633   2551]
420,27169423,2022-11-17 14:28:59.843347+00:00,,t,29,72905731162389339,648518346480125925,72905731162366980,648518346480963584,[ 25689 111897   2649],[ 25667 111875   2648]
421,27169427,2022-11-17 14:28:59.843347+00:00,,t,18,72905731162389339,648518346480125925,72905731162391815,648518346498412564,[ 25677 111841   2654],[ 25671 111817   2653]
422,25456046,2022-11-17 14:28:59.843347+00:00,,t,36,72342712556495951,648518346480125925,72342712556503605,648518346491361313,[  9911 110257   2745],[  9941 110277   2745]
425,2278051,2022-11-17 14:28:59.843347+00:00,,t,30,72905593790609330,648518346480125925,72905593790623171,648518346482497172,[ 26061 107317   2815],[ 26045 107289   2815]
426,42731210,2022-11-17 14:28:59.843347+00:00,,t,31,72342712422329773,648518346480125925,72342712422316264,648518346489566297,[  9117 109905   2501],[  9101 109935   2502]
427,42731234,2022-11-17 14:28:59.843347+00:00,,t,29,72342712422435228,648518346480125925,72342712422443907,648518346490365448,[  9099 109623   2552],[  9123 109601   2553]
428,42731134,2022-11-17 14:28:59.843347+00:00,,t,31,72342712422417227,648518346480125925,72342712422404403,648518346478125293,[  9037 109615   2542],[  9037 109585   2542]
429,42731135,2022-11-17 14:28:59.843347+00:00,,t,28,72342712422374987,648518346480125925,72342712422382108,648518346478125293,[  9069 109625   2527],[  9041 109633   2527]
436,36064232,2022-11-17 14:28:59.843347+00:00,,t,69,72413149886097401,648518346480125925,72413149886111920,648518346498412564,[ 10631 111373   2556],[ 10641 111367   2558]
437,36064243,2022-11-17 14:28:59.843347+00:00,,t,23,72413149886090272,648518346480125925,72413149886080906,648518346498412564,[ 10631 111427   2545],[ 10649 111449   2546]
444,25456105,2022-11-17 14:28:59.843347+00:00,,t,26,72342712556495910,648518346480125925,72342712556488303,648518346494034720,[  9995 110213   2741],[ 10017 110227   2740]
445,25456002,2022-11-17 14:28:59.843347+00:00,,t,21,72342712556488325,648518346480125925,72342712556481105,648518346492381379,[  9873 110293   2739],[  9871 110321   2738]
448,41116908,2022-11-17 14:28:59.843347+00:00,,t,40,72342712288012984,648518346480125925,72342712288010382,648518346490738941,[  9865 109783   2210],[  9849 109755   2210]
449,36064235,2022-11-17 14:28:59.843347+00:00,,t,87,72413149886139359,648518346480125925,72413149886130722,648518346478125293,[ 10637 110787   2568],[ 10657 110769   2568]
450,16181071,2022-11-17 14:28:59.843347+00:00,,t,19,72342712489529188,648518346480125925,72342712489534077,648518346492381379,[  9363 110465   2671],[  9389 110455   2671]
451,22896341,2022-11-17 14:28:59.843347+00:00,,t,46,72905731229331910,648518346480125925,72905731229374959,648518346486457257,[ 25139 111683   2726],[ 25143 111653   2726]
452,2278132,2022-11-17 14:28:59.843347+00:00,,t,36,72905593790573090,648518346480125925,72905593790563381,648518346493196828,[ 26147 107451   2797],[ 26131 107477   2797]
455,16181082,2022-11-17 14:28:59.843347+00:00,,t,13,72342712489564829,648518346480125925,72342712489541365,648518346492381379,[  9391 110405   2677],[  9403 110377   2677]
476,2278005,2022-11-17 14:28:59.843347+00:00,,t,33,72905593790536806,648518346480125925,72905593790534342,648518346490365448,[ 25983 106843   2781],[ 26005 106823   2781]
477,2277709,2022-11-17 14:28:59.843347+00:00,,t,22,72905593790527060,648518346480125925,72905593790524730,648518346489847311,[ 25655 106731   2775],[ 25669 106771   2776]
478,2278308,2022-11-17 14:28:59.843347+00:00,,t,49,72905593790614478,648518346480125925,72905593790592595,648518346480843521,[ 26275 107267   2803],[ 26309 107267   2803]
486,2659457,2022-11-17 14:28:59.843347+00:00,,t,38,72483244154784670,648518346480125925,72483244154768937,648518346494996387,[ 13809 103875   3218],[ 13823 103851   3219]
492,22896314,2022-11-17 14:28:59.843347+00:00,,t,23,72905731229367750,648518346480125925,72905731229391350,648518346480963584,[ 25135 111783   2729],[ 25099 111797   2730]
494,1684941,2022-11-17 14:28:59.843347+00:00,,t,16,72975962534757814,648518346480125925,72975962534772907,648518346480963584,[ 27987 106599   2801],[ 27969 106635   2802]
498,4391899,2022-11-17 14:28:59.843347+00:00,,t,43,72342781276091348,648518346480125925,72342781276093267,648518346490365448,[ 10005 110691   2792],[ 10017 110663   2792]
502,1684989,2022-11-17 14:28:59.843347+00:00,,t,27,72975962534747051,648518346480125925,72975962534734534,648518346480843521,[ 28111 106525   2789],[ 28105 106501   2788]
503,1684983,2022-11-17 14:28:59.843347+00:00,,t,38,72975962534757318,648518346480125925,72975962534739313,648518346489847311,[ 28087 106527   2791],[ 28077 106499   2791]
507,19813314,2022-11-17 14:28:59.843347+00:00,,t,39,72905731229334321,648518346480125925,72905731229353619,648518346490365448,[ 26515 111377   2720],[ 26525 111401   2722]
510,16181113,2022-11-17 14:28:59.843347+00:00,,t,12,72342712489548337,648518346480125925,72342712489589745,648518346492381379,[  9449 110379   2684],[  9471 110363   2684]
515,19813313,2022-11-17 14:28:59.843347+00:00,,t,30,72905731229334321,648518346480125925,72905731229328748,648518346480843521,[ 26505 111377   2717],[ 26527 111393   2717]
517,16181121,2022-11-17 14:28:59.843347+00:00,,t,13,72342712489548337,648518346480125925,72342712489558436,648518346494034720,[  9453 110415   2684],[  9481 110441   2685]
521,16181129,2022-11-17 14:28:59.843347+00:00,,t,31,72342712489629474,648518346480125925,72342712489561429,648518346465266805,[  9465 110385   2685],[  9497 110373   2685]
531,21704310,2022-11-17 14:28:59.843347+00:00,,t,21,72976031187107292,648518346480125925,72976031187100031,648518346481059930,[ 27301 109503   2660],[ 27273 109485   2661]
543,21704357,2022-11-17 14:28:59.843347+00:00,,t,32,72976031187097688,648518346480125925,72976031187100031,648518346481059930,[ 27337 109503   2655],[ 27315 109485   2655]
545,36064131,2022-11-17 14:28:59.843347+00:00,,t,15,72413149886085666,648518346480125925,72413149886070993,648518346498412564,[ 10467 111451   2539],[ 10455 111493   2540]
554,19813374,2022-11-17 14:28:59.843347+00:00,,t,19,72905731229339269,648518346480125925,72905731229331667,648518346490365448,[ 26593 111357   2720],[ 26601 111387   2720]
560,36720954,2022-11-17 14:28:59.843347+00:00,,t,22,72905731162622772,648518346480125925,72905731162493087,648518346493041582,[ 25019 112047   2689],[ 25001 112025   2689]
561,36721329,2022-11-17 14:28:59.843347+00:00,,t,24,72905731162387232,648518346480125925,72905731162399022,648518346494148128,[ 25517 112239   2656],[ 25493 112215   2657]
570,21704448,2022-11-17 14:28:59.843347+00:00,,t,13,72976031187095228,648518346480125925,72976031187080536,648518346490365448,[ 27379 109465   2655],[ 27401 109439   2655]
577,36721339,2022-11-17 14:28:59.843347+00:00,,t,32,72905731162372456,648518346480125925,72905731162382419,648518346513923353,[ 25511 112319   2652],[ 25507 112353   2652]
578,36721340,2022-11-17 14:28:59.843347+00:00,,t,38,72905731162387232,648518346480125925,72905731162403514,648518346513923353,[ 25527 112285   2656],[ 25511 112309   2657]
583,36721387,2022-11-17 14:28:59.843347+00:00,,t,17,72905731162389554,648518346480125925,72905731162367268,648518346493196828,[ 25541 112273   2645],[ 25561 112287   2644]
585,36721402,2022-11-17 14:28:59.843347+00:00,,t,19,72905731162420486,648518346480125925,72905731162413013,648518346493196828,[ 25587 111801   2661],[ 25583 111767   2662]
